"Stratum","Transect","FID","SA","ID","Cruise","LOG","longitude","latitude","Mat_Perc","Imm_Perc","multiplier","MAT","IMM"
"101","T71","T71_154",51.44,"NLHERAS2018_770.0","NLHERAS2018","770.0",-3.381,57.898,0,1,64481.0780190339,0,3.3169066532991
"101","T70","T70_167",185.49,"NLHERAS2018_835.0","NLHERAS2018","835.0",-2.989,58.071,0,1,64481.0780190339,0,11.9605951617506
"101","T71","T71_153",14.35,"NLHERAS2018_765.0","NLHERAS2018","765.0",-3.461,57.969,0,1,64481.0780190339,0,0.925303469573136
"101","T70","T70_166",112.86,"NLHERAS2018_830.0","NLHERAS2018","830.0",-2.912,57.998,0,1,64481.0780190339,0,7.27733446522816
"101","T69","T69_173",15.86,"NLHERAS2018_865.0","NLHERAS2018","865.0",-2.768,58.372,0,1,64481.0780190339,0,1.02266989738188
"101","T70","T70_168",153.45,"NLHERAS2018_840.0","NLHERAS2018","840.0",-3.074,58.142,0,1,64481.0780190339,0,9.89462142202075
"101","T71","T71_152",0,"NLHERAS2018_762.5","NLHERAS2018","762.5",-3.499,58.004,0,1,64481.0780190339,0,0
"101","T69","T69_172",48.27,"NLHERAS2018_861.0","NLHERAS2018","861.0",-2.833,58.429,0,1,64481.0780190339,0,3.11250163597876
"101","T70","T70_160",516.55,"NLHERAS2018_802.0","NLHERAS2018","802.0",-2.641,57.758,0,1,64481.0780190339,0,33.3077008507319
"101","T69","T69_174",0.01,"NLHERAS2018_870.0","NLHERAS2018","870.0",-2.687,58.3,0,1,64481.0780190339,0,0.000644810780190339
"101","T69","T69_175",3.64,"NLHERAS2018_875.0","NLHERAS2018","875.0",-2.609,58.227,0,1,64481.0780190339,0,0.234711123989283
"101","T69","T69_176",12.07,"NLHERAS2018_880.0","NLHERAS2018","880.0",-2.531,58.155,0,1,64481.0780190339,0,0.778286611689739
"101","T69","T69_181",2587.46,"NLHERAS2018_905.0","NLHERAS2018","905.0",-2.122,57.808,0,1,64481.0780190339,0,166.842210131129
"101","T69","T69_182",0,"NLHERAS2018_910.0","NLHERAS2018","910.0",-2.04,57.737,0,1,64481.0780190339,0,0
