Cruise,LOG,ACLON,ACLAT,SA,Transect
IE,739.6,-13.50817,52.76098,0,NA
IE,740.6,-13.48066,52.76124,0,NA
IE,741.6,-13.45301,52.76158,0,NA
IE,742.6,-13.42544,52.76207,0,NA
IE,743.6,-13.39799,52.76243,0,NA
IE,744.6,-13.37039,52.76292,0,NA
IE,745.6,-13.34294,52.76287,0,NA
IE,746.6,-13.31535,52.76266,0,NA
IE,747.6,-13.28779,52.76237,0,NA
IE,748.6,-13.26027,52.76232,0,NA
IE,749.6,-13.23274,52.76198,0,NA
IE,750.6,-13.2051,52.76183,0,NA
IE,751.6,-13.17763,52.76155,0,NA
IE,752.6,-13.15009,52.76124,0,NA
IE,753.6,-13.12252,52.76093,0,NA
IE,754.3,-13.11661,52.76879,0,NA
IE,754.6,-13.11699,52.77419,0,NA
IE,755.6,-13.11827,52.79082,0,NA
IE,756.6,-13.11893,52.80759,0,NA
IE,757.6,-13.11893,52.82426,0,NA
IE,758.6,-13.11879,52.84101,0,NA
IE,759.6,-13.11885,52.85766,0,NA
IE,760.6,-13.11899,52.87441,0,NA
IE,761.6,-13.11945,52.8911,0,NA
IE,762.6,-13.12025,52.90778,0,NA
IE,763.6,-13.1207,52.9245,0,NA
IE,764.6,-13.12113,52.94118,0,NA
IE,765.6,-13.12155,52.95781,0,NA
IE,766.6,-13.12219,52.97444,0,NA
IE,767.6,-13.1224,52.99123,0,NA
IE,768.6,-13.12128,53.00787,0,NA
IE,769.6,-13.135,53.01206,0,NA
IE,770.6,-13.16261,53.01215,0,NA
IE,771.6,-13.19032,53.0117,0,NA
IE,772.6,-13.21797,53.01159,0,NA
IE,773.6,-13.24578,53.01149,0,NA
IE,774.6,-13.27345,53.01123,0,NA
IE,775.6,-13.30134,53.01108,0,NA
IE,776.6,-13.329,53.01116,0,NA
IE,777.6,-13.35671,53.0111,0,NA
IE,778.6,-13.38446,53.01073,0,NA
IE,779.6,-13.41217,53.0106,0,NA
IE,780.6,-13.43986,53.01037,0,NA
IE,781.6,-13.46757,53.01029,0,NA
IE,782.6,-13.49532,53.01057,0,NA
IE,783.6,-13.5229,53.0114,0,NA
IE,784.6,-13.5506,53.01188,0,NA
IE,785.6,-13.5783,53.01125,0,NA
IE,786.6,-13.60601,53.01055,0,NA
IE,787.6,-13.63367,53.01005,0,NA
IE,788.6,-13.66124,53.01097,0,NA
IE,789.6,-13.68893,53.01221,0,NA
IE,790.6,-13.71659,53.01325,0,NA
IE,791.6,-13.74425,53.01248,0,NA
IE,792.6,-13.77186,53.01112,0,NA
IE,793.6,-13.79943,53.0096,0,NA
IE,794.6,-13.82698,53.00913,0,NA
IE,795.6,-13.85483,53.01014,0,NA
IE,796.6,-13.88239,53.01101,0,NA
IE,797.6,-13.91027,53.01161,0,NA
IE,798.6,-13.93789,53.0116,0,NA
IE,799.6,-13.96557,53.01102,0,NA
IE,800.6,-13.99325,53.01026,0,NA
IE,801.6,-14.02087,53.0094,0,NA
IE,802.6,-14.04856,53.00986,0,NA
IE,803.6,-14.076,53.01158,0,NA
IE,804.6,-14.10369,53.01233,0,NA
IE,805.6,-14.13132,53.01275,0,NA
IE,806.6,-14.15892,53.01235,0,NA
IE,807.6,-14.18662,53.01159,0,NA
IE,808.6,-14.21422,53.0108,0,NA
IE,809.6,-14.24187,53.00995,0,NA
IE,810.6,-14.26945,53.01027,0,NA
IE,811.6,-14.29713,53.01042,0,NA
IE,812.6,-14.32486,53.01049,0,NA
IE,813.6,-14.35255,53.01056,0,NA
IE,814.6,-14.38023,53.01051,0,NA
IE,815.6,-14.40799,53.01029,0,NA
IE,816.6,-14.43558,53.01019,0,NA
IE,817.6,-14.46336,53.01019,0,NA
IE,818.6,-14.49103,53.01023,0,NA
IE,819.6,-14.5187,53.01041,0,NA
IE,820.6,-14.54635,53.01041,0,NA
IE,821.6,-14.57395,53.01053,0,NA
IE,822.6,-14.60178,53.01049,0,NA
IE,823.6,-14.62939,53.01068,0,NA
IE,824.2,-14.63807,53.00853,0,NA
IE,824.6,-14.63786,53.01351,0,NA
IE,825.6,-14.62727,53.02895,0,NA
IE,826.6,-14.61542,53.04404,0,NA
IE,827.6,-14.60258,53.05889,0,NA
IE,828.6,-14.58948,53.07365,0,NA
IE,829.6,-14.57708,53.0886,0,NA
IE,830.6,-14.56393,53.10328,0,NA
IE,831.6,-14.55023,53.11784,0,NA
IE,832.6,-14.5363,53.13237,0,NA
IE,833.6,-14.52231,53.14682,0,NA
IE,834.6,-14.50898,53.16142,0,NA
IE,835.6,-14.49608,53.17621,0,NA
IE,836.6,-14.48337,53.19106,0,NA
IE,837.6,-14.47059,53.20588,0,NA
IE,838.6,-14.45736,53.22059,0,NA
IE,839.6,-14.44431,53.23532,0,NA
IE,840.6,-14.43132,53.25008,0,NA
IE,841.6,-14.41441,53.26139,0,NA
IE,842.6,-14.38656,53.26125,0,NA
IE,843.6,-14.35872,53.26102,0,NA
IE,844.6,-14.33094,53.26069,0,NA
IE,845.6,-14.303,53.26035,0,NA
IE,846.6,-14.27517,53.26,0,NA
IE,847.6,-14.24741,53.25988,0,NA
IE,848.6,-14.21932,53.26,0,NA
IE,849.6,-14.19146,53.26011,0,NA
IE,850.6,-14.16355,53.26023,0,NA
IE,851.6,-14.1357,53.26043,0,NA
IE,852.6,-14.10781,53.26064,0,NA
IE,853.6,-14.08002,53.26096,0,NA
IE,854.6,-14.05216,53.26142,0,NA
IE,855.6,-14.02434,53.26171,0,NA
IE,856.6,-13.99644,53.26198,0,NA
IE,857.6,-13.96865,53.26229,0,NA
IE,858.6,-13.94088,53.26245,0,NA
IE,859.6,-13.913,53.26254,0,NA
IE,860.6,-13.88504,53.26262,0,NA
IE,861.6,-13.85721,53.26256,0,NA
IE,862.6,-13.82937,53.262,0,NA
IE,863.6,-13.80157,53.26153,0,NA
IE,864.6,-13.77368,53.26106,0,NA
IE,865.6,-13.74582,53.26058,0,NA
IE,866.6,-13.71789,53.26038,0,NA
IE,867.6,-13.69007,53.26027,0,NA
IE,868.6,-13.66218,53.26023,0,NA
IE,869.6,-13.63435,53.26011,0,NA
IE,870.6,-13.60644,53.26,0,NA
IE,871.6,-13.5786,53.25996,0,NA
IE,872.6,-13.55068,53.25992,0,NA
IE,873.6,-13.52282,53.25986,0,NA
IE,874.6,-13.49506,53.25988,0,NA
IE,875.6,-13.4672,53.25967,0,NA
IE,876.6,-13.43928,53.25949,0,NA
IE,877.6,-13.41143,53.2595,0,NA
IE,878.6,-13.3836,53.25949,0,NA
IE,879.6,-13.35514,53.25952,0,NA
IE,880.6,-13.32681,53.25959,0,NA
IE,881.6,-13.2988,53.25983,0,NA
IE,882.6,-13.27098,53.25976,0,NA
IE,883.6,-13.24302,53.25969,0,NA
IE,884.6,-13.2152,53.25944,0,NA
IE,885.6,-13.18736,53.25899,0,NA
IE,886.6,-13.15955,53.2592,0,NA
IE,887.6,-13.1327,53.26084,0,NA
IE,888.6,-13.12702,53.27712,0,NA
IE,888.7,-13.12698,53.27722,0,NA
IE,889.7,-13.12137,53.29341,0,NA
IE,890.7,-13.11519,53.30965,0,NA
IE,891.7,-13.10903,53.32589,0,NA
IE,892.7,-13.10318,53.34212,0,NA
IE,893.7,-13.09789,53.35846,0,NA
IE,894.7,-13.09264,53.37477,0,NA
IE,895.7,-13.08711,53.39107,0,NA
IE,896.7,-13.08077,53.40723,0,NA
IE,897.7,-13.07476,53.4234,0,NA
IE,898.7,-13.07184,53.44,0,NA
IE,899.7,-13.0683,53.45642,0,NA
IE,900.7,-13.06091,53.47244,0,NA
IE,901.7,-13.0558,53.48874,0,NA
IE,902.7,-13.05146,53.50515,0,NA
IE,903.7,-13.04267,53.51793,0,NA
IE,904.7,-13.07065,53.51587,0,NA
IE,905.7,-13.09857,53.51474,0,NA
IE,906.7,-13.12664,53.51432,0,NA
IE,907.7,-13.15456,53.51406,0,NA
IE,908.7,-13.18269,53.51376,0,NA
IE,909.7,-13.21063,53.51348,0,NA
IE,910.7,-13.23864,53.51331,0,NA
IE,911.7,-13.26671,53.51322,0,NA
IE,912.7,-13.29462,53.51294,0,NA
IE,913.7,-13.32263,53.51266,0,NA
IE,914.7,-13.35069,53.51253,0,NA
IE,915.7,-13.37863,53.51259,0,NA
IE,916.7,-13.40663,53.51256,0,NA
IE,917.7,-13.43464,53.51262,0,NA
IE,918.7,-13.46264,53.51263,0,NA
IE,919.7,-13.49065,53.51257,0,NA
IE,920.7,-13.51862,53.5125,0,NA
IE,921.7,-13.54667,53.51242,0,NA
IE,922.7,-13.57462,53.51244,0,NA
IE,923.7,-13.60261,53.51228,0,NA
IE,924.7,-13.63074,53.51217,0,NA
IE,925.7,-13.65876,53.51192,0,NA
IE,926.7,-13.68669,53.51182,0,NA
IE,927.7,-13.71469,53.51166,0,NA
IE,928.7,-13.74279,53.51143,0,NA
IE,929.7,-13.73587,53.51275,0,NA
IE,930.7,-13.70792,53.51277,0,NA
IE,931.7,-13.67997,53.51276,0,NA
IE,932.7,-13.65207,53.51201,0,NA
IE,933.7,-13.62455,53.50961,0,NA
IE,934.7,-13.64472,53.50853,0,NA
IE,935.7,-13.6726,53.51011,0,NA
IE,936.7,-13.70057,53.51168,0,NA
IE,937.7,-13.72848,53.51252,0,NA
IE,938.7,-13.75651,53.51245,0,NA
IE,939.7,-13.78448,53.51222,0,NA
IE,940.7,-13.81247,53.51206,0,NA
IE,941.7,-13.84052,53.512,0,NA
IE,942.7,-13.86864,53.5121,0,NA
IE,943.7,-13.89667,53.51229,0,NA
IE,944.7,-13.92463,53.5126,0,NA
IE,945.7,-13.95273,53.51294,0,NA
IE,946.7,-13.98071,53.51297,0,NA
IE,947.7,-14.00867,53.51229,0,NA
IE,948.7,-14.01519,53.5187,0,NA
IE,949.7,-13.99611,53.53088,0,NA
IE,950.7,-13.97663,53.54287,0,NA
IE,951.7,-13.95716,53.55493,0,NA
IE,952.7,-13.93814,53.56719,0,NA
IE,953.6,-13.92112,53.57878,0,NA
IE,953.7,-13.91974,53.57973,0,NA
IE,954.7,-13.90126,53.59233,0,NA
IE,955.7,-13.88328,53.60506,0,NA
IE,956.7,-13.86542,53.61794,0,NA
IE,957.7,-13.84756,53.63076,0,NA
IE,958.7,-13.82969,53.64366,0,NA
IE,959.7,-13.812,53.65662,0,NA
IE,960.7,-13.79408,53.66942,0,NA
IE,961.7,-13.77615,53.68232,0,NA
IE,962.7,-13.75846,53.69535,0,NA
IE,963.7,-13.74061,53.70822,0,NA
IE,964.7,-13.72264,53.72105,0,NA
IE,965.7,-13.70459,53.73383,0,NA
IE,966.7,-13.68645,53.74663,0,NA
IE,967.7,-13.66751,53.75898,0,NA
IE,968.7,-13.65396,53.76265,0,NA
IE,969.7,-13.62592,53.76154,0,NA
IE,970.7,-13.59779,53.762,0,NA
IE,971.7,-13.56952,53.76242,0,NA
IE,972.7,-13.54132,53.7627,0,NA
IE,973.7,-13.51297,53.76275,0,NA
IE,974.7,-13.48487,53.7619,0,NA
IE,975.7,-13.45674,53.76104,0,NA
IE,976.7,-13.42856,53.76123,0,NA
IE,977.7,-13.40047,53.76164,0,NA
IE,978.7,-13.37231,53.76207,0,NA
IE,979.7,-13.34418,53.7625,0,NA
IE,980.7,-13.31596,53.76286,0,NA
IE,981.7,-13.28766,53.76233,0,NA
IE,982.7,-13.25952,53.76144,0,NA
IE,983.7,-13.23137,53.76073,0,NA
IE,984.7,-13.20328,53.76107,0,NA
IE,985.7,-13.17521,53.76255,0,NA
IE,986.7,-13.1471,53.76327,0,NA
IE,987.7,-13.11891,53.76296,0,NA
IE,988.7,-13.09083,53.76241,0,NA
IE,989.7,-13.06258,53.76152,0,NA
IE,990.7,-13.0345,53.7613,0,NA
IE,991.7,-13.00628,53.76195,0,NA
IE,992.7,-12.97809,53.76271,0,NA
IE,993.7,-12.94996,53.76322,0,NA
IE,994.7,-12.9218,53.76282,0,NA
IE,995.7,-12.89363,53.76213,0,NA
IE,996.7,-12.86548,53.76138,0,NA
IE,997.7,-12.83732,53.76057,0,NA
IE,998.7,-12.80923,53.7611,0,NA
IE,999.7,-12.78103,53.76204,0,NA
IE,1000.7,-12.75285,53.76283,0,NA
IE,1001.7,-12.72472,53.76291,0,NA
IE,1002.7,-12.69636,53.76306,0,NA
IE,1003.7,-12.66824,53.76316,0,NA
IE,1004.7,-12.6401,53.76325,0,NA
IE,1005.7,-12.61192,53.76331,0,NA
IE,1006.7,-12.58369,53.76331,0,NA
IE,1007.7,-12.55542,53.76314,0,NA
IE,1008.7,-12.52721,53.76266,0,NA
IE,1009.7,-12.49905,53.76214,0,NA
IE,1010.7,-12.47094,53.76152,0,NA
IE,1011.7,-12.44276,53.76075,0,NA
IE,1012.7,-12.41453,53.76045,0,NA
IE,1013.7,-12.38634,53.76045,0,NA
IE,1014.7,-12.35808,53.76044,0,NA
IE,1015.7,-12.32999,53.76057,0,NA
IE,1016.7,-12.30667,53.7584,0,NA
IE,1017.7,-12.28415,53.75866,0,NA
IE,1018.7,-12.25601,53.75846,0,NA
IE,1019.7,-12.22779,53.75822,0,NA
IE,1020.7,-12.19963,53.758,0,NA
IE,1021.7,-12.17147,53.7581,0,NA
IE,1022.7,-12.14319,53.75829,0,NA
IE,1023.7,-12.11497,53.75875,0,NA
IE,1024.7,-12.08679,53.75959,0,NA
IE,1025.7,-12.05863,53.76004,0,NA
IE,1026.7,-12.03046,53.76057,0,NA
IE,1027.7,-12.00233,53.76065,0,NA
IE,1028.7,-11.97416,53.76028,0,NA
IE,1029.7,-11.94597,53.75996,0,NA
IE,1030.7,-11.91775,53.75988,0,NA
IE,1031.7,-11.88952,53.75998,0,NA
IE,1032.7,-11.86137,53.76007,0,NA
IE,1033.7,-11.83321,53.76006,0,NA
IE,1034.7,-11.80491,53.76003,0,NA
IE,1035.7,-11.77669,53.76036,0,NA
IE,1036.7,-11.74851,53.7608,0,NA
IE,1037.7,-11.72031,53.76116,0,NA
IE,1038.7,-11.69215,53.76136,0,NA
IE,1039.7,-11.66395,53.76117,0,NA
IE,1040.7,-11.63576,53.76098,0,NA
IE,1041.7,-11.60758,53.76113,0,NA
IE,1042.7,-11.57948,53.76148,0,NA
IE,1043.7,-11.56008,53.76407,0,NA
IE,1044.7,-11.53191,53.76415,0,NA
IE,1045.7,-11.50375,53.76387,0,NA
IE,1046.7,-11.47565,53.76243,0,NA
IE,1047.7,-11.44764,53.7608,0,NA
IE,1048.7,-11.41965,53.75983,0,NA
IE,1049.7,-11.39148,53.7607,0,NA
IE,1050.7,-11.36327,53.7614,0,NA
IE,1051.7,-11.33514,53.76226,0,NA
IE,1052.7,-11.30686,53.76262,0,NA
IE,1053.7,-11.27876,53.76255,0,NA
IE,1054.7,-11.25049,53.76237,0,NA
IE,1055.7,-11.22219,53.76221,0,NA
IE,1056.7,-11.19331,53.76211,0,NA
IE,1057.7,-11.16487,53.76218,0,NA
IE,1058.7,-11.13673,53.76209,0,NA
IE,1059.7,-11.10853,53.76199,0,NA
IE,1060.7,-11.08029,53.76175,0,NA
IE,1061.7,-11.05467,53.76206,0,NA
IE,1062.7,-11.05483,53.76233,0,NA
IE,1063.7,-11.03197,53.7635,0,NA
IE,1064.7,-11.00361,53.76392,0,NA
IE,1065.7,-10.97538,53.76423,0,NA
IE,1066.7,-10.94716,53.76412,0,NA
IE,1067.7,-10.91893,53.76414,0,NA
IE,1068.7,-10.89073,53.76412,0,NA
IE,1069.7,-10.86266,53.76381,0,NA
IE,1070.7,-10.83437,53.76345,0,NA
IE,1071.7,-10.80618,53.76316,0,NA
IE,1072.7,-10.77803,53.7631,0,NA
IE,1073.7,-10.74976,53.76316,0,NA
IE,1074.7,-10.72162,53.7629,0,NA
IE,1075.7,-10.69339,53.76258,0,NA
IE,1076.7,-10.66515,53.76231,0,NA
IE,1077.7,-10.63697,53.76216,0,NA
IE,1078.7,-10.60869,53.76207,0,NA
IE,1079.7,-10.58052,53.76215,0,NA
IE,1080.7,-10.55236,53.76226,0,NA
IE,1081.7,-10.52413,53.76239,0,NA
IE,1082,-10.5214,53.76471,0,NA
IE,1082.7,-10.52196,53.77568,0,NA
IE,1083.7,-10.52171,53.79238,0,NA
IE,1084.7,-10.52114,53.80907,0,NA
IE,1085.7,-10.52025,53.82573,0,NA
IE,1086.7,-10.51914,53.84241,0,NA
IE,1087.7,-10.51832,53.85906,0,NA
IE,1088.7,-10.5177,53.87582,0,NA
IE,1089.7,-10.51695,53.89246,0,NA
IE,1090.7,-10.5165,53.90912,0,NA
IE,1091.7,-10.51576,53.92589,0,NA
IE,1092.7,-10.51412,53.9425,0,NA
IE,1093.7,-10.51252,53.95918,0,NA
IE,1094.7,-10.51158,53.97587,0,NA
IE,1095.7,-10.51107,53.99255,0,NA
IE,1096.7,-10.51055,54.00922,0,NA
IE,1097.7,-10.53507,54.0121,0,NA
IE,1098.7,-10.56346,54.01202,0,NA
IE,1099.7,-10.59185,54.01166,0,NA
IE,1100.7,-10.62021,54.01174,0,NA
IE,1101.7,-10.64856,54.01188,0,NA
IE,1102.7,-10.67687,54.01223,0,NA
IE,1103.7,-10.70524,54.01257,0,NA
IE,1104.7,-10.7336,54.01248,0,NA
IE,1105.7,-10.76191,54.01206,0,NA
IE,1106.7,-10.79041,54.0116,0,NA
IE,1107.7,-10.81866,54.01128,0,NA
IE,1108.7,-10.84718,54.01093,0,NA
IE,1109.7,-10.8283,54.00996,0,NA
IE,1110.7,-10.80007,54.00983,0,NA
IE,1111.7,-10.77185,54.0106,0,NA
IE,1112.7,-10.74368,54.01169,0,NA
IE,1113.7,-10.7243,54.01357,0,NA
IE,1114.7,-10.75261,54.01236,0,NA
IE,1115.7,-10.77971,54.01241,0,NA
IE,1116.7,-10.80793,54.01125,0,NA
IE,1117.7,-10.83629,54.01114,0,NA
IE,1118.7,-10.8647,54.01164,0,NA
IE,1119.7,-10.89294,54.01218,0,NA
IE,1120.7,-10.92127,54.01273,0,NA
IE,1121.7,-10.94961,54.01275,0,NA
IE,1122.7,-10.97803,54.01265,0,NA
IE,1123.7,-11.0064,54.01256,0,NA
IE,1124.7,-11.03475,54.01254,0,NA
IE,1125.7,-11.06316,54.01256,0,NA
IE,1126.7,-11.09151,54.01268,0,NA
IE,1127.7,-11.0832,54.02322,0,NA
IE,1128.7,-11.06331,54.03505,0,NA
IE,1129.7,-11.04267,54.04671,0,NA
IE,1130.7,-11.02375,54.05917,0,NA
IE,1131.7,-11.00481,54.07159,0,NA
IE,1132.7,-10.98592,54.08407,0,NA
IE,1133.7,-10.96711,54.09652,0,NA
IE,1134.7,-10.9482,54.10901,0,NA
IE,1135.3,-10.93619,54.11693,0,NA
IE,1135.7,-10.92931,54.12149,0,NA
IE,1136.7,-10.91054,54.13392,0,NA
IE,1137.7,-10.89128,54.14634,0,NA
IE,1138.7,-10.87185,54.15842,0,NA
IE,1139.7,-10.85226,54.17051,0,NA
IE,1140.7,-10.83251,54.18259,0,NA
IE,1141.7,-10.8128,54.19459,0,NA
IE,1142.7,-10.79315,54.20665,0,NA
IE,1143.7,-10.77346,54.21865,0,NA
IE,1144.7,-10.75355,54.23061,0,NA
IE,1145.7,-10.73546,54.24342,0,NA
IE,1146.7,-10.71777,54.25645,0,NA
IE,1147.7,-10.69509,54.26342,0,NA
IE,1148.7,-10.66654,54.26216,0,NA
IE,1149.7,-10.63817,54.26309,0,NA
IE,1150.7,-10.60965,54.26438,0,NA
IE,1151.7,-10.58118,54.26443,0,NA
IE,1152.7,-10.55265,54.2646,0,NA
IE,1153.7,-10.52411,54.2648,0,NA
IE,1154.7,-10.49568,54.26461,0,NA
IE,1155.7,-10.46715,54.26424,0,NA
IE,1156.7,-10.43856,54.2639,0,NA
IE,1157.7,-10.41005,54.26361,0,NA
IE,1158.7,-10.38151,54.2636,0,NA
IE,1159.7,-10.35307,54.26414,0,NA
IE,1160.7,-10.32436,54.26442,0,NA
IE,1161.7,-10.29587,54.26411,0,NA
IE,1162.7,-10.26731,54.2638,0,NA
IE,1163.7,-10.2388,54.26365,0,NA
IE,1164.7,-10.26149,54.26384,0,NA
IE,1165.7,-10.28997,54.26395,0,NA
IE,1166.7,-10.31849,54.26429,0,NA
IE,1167.7,-10.34694,54.26431,0,NA
IE,1168.7,-10.37565,54.26427,0,NA
IE,1169.7,-10.38551,54.26411,0,NA
IE,1170.1,-10.37518,54.2641,0,NA
IE,1170.7,-10.35706,54.26422,0,NA
IE,1171.7,-10.32862,54.26465,0,NA
IE,1172.7,-10.30043,54.26672,0,NA
IE,1173.7,-10.27257,54.27018,0,NA
IE,1174.7,-10.27296,54.27858,0,NA
IE,1175.7,-10.29361,54.29018,0,NA
IE,1176.7,-10.31379,54.30197,0,NA
IE,1177.7,-10.33425,54.31363,0,NA
IE,1178.7,-10.35524,54.32495,0,NA
IE,1179.7,-10.37636,54.33622,0,NA
IE,1180.7,-10.39755,54.34748,0,NA
IE,1181.7,-10.41838,54.35881,0,NA
IE,1182.7,-10.43932,54.37017,0,NA
IE,1183.7,-10.46017,54.38157,0,NA
IE,1184.7,-10.4811,54.39304,0,NA
IE,1185.7,-10.50244,54.40413,0,NA
IE,1186.7,-10.52418,54.41502,0,NA
IE,1187.7,-10.54581,54.42596,0,NA
IE,1188.7,-10.5675,54.43678,0,NA
IE,1189.7,-10.58902,54.44777,0,NA
IE,1190.7,-10.61034,54.45889,0,NA
IE,1191.7,-10.63182,54.47004,0,NA
IE,1192.7,-10.65319,54.48112,0,NA
IE,1193.7,-10.67426,54.49241,0,NA
IE,1194.7,-10.6952,54.50385,0,NA
IE,1195.7,-10.71434,54.51581,0,NA
IE,1196.7,-10.68693,54.51718,0,NA
IE,1197.7,-10.65827,54.51637,0,NA
IE,1198.7,-10.62965,54.51573,0,NA
IE,1199.7,-10.60061,54.51545,0,NA
IE,1200.7,-10.57195,54.51542,0,NA
IE,1201.7,-10.54316,54.51517,0,NA
IE,1202.7,-10.51455,54.51513,0,NA
IE,1203.7,-10.48573,54.51531,0,NA
IE,1204.7,-10.45704,54.51567,0,NA
IE,1205.7,-10.42837,54.51622,0,NA
IE,1206.7,-10.39974,54.51678,0,NA
IE,1207.7,-10.37101,54.51717,0,NA
IE,1208.7,-10.34229,54.51725,0,NA
IE,1209.7,-10.31364,54.5173,0,NA
IE,1210.7,-10.28492,54.5173,0,NA
IE,1211.7,-10.25623,54.5173,0,NA
IE,1212.7,-10.22755,54.51682,0,NA
IE,1213.7,-10.19886,54.51633,0,NA
IE,1214.7,-10.17022,54.51577,0,NA
IE,1215.7,-10.14153,54.51529,0,NA
IE,1216.7,-10.11287,54.51489,0,NA
IE,1217.7,-10.08412,54.51438,0,NA
IE,1218.7,-10.05539,54.51403,0,NA
IE,1219.7,-10.02671,54.51394,0,NA
IE,1220.7,-9.998,54.51399,0,NA
IE,1221.7,-9.969193,54.51413,0,NA
IE,1222.7,-9.940506,54.51434,0,NA
IE,1223.7,-9.911812,54.5145,0,NA
IE,1224.7,-9.883157,54.51469,0,NA
IE,1225.7,-9.854481,54.51501,0,NA
IE,1226.7,-9.825734,54.51544,0,NA
IE,1227.7,-9.797048,54.51596,0,NA
IE,1228.7,-9.768274,54.51574,0,NA
IE,1229.7,-9.739662,54.51531,0,NA
IE,1230.7,-9.710879,54.5149,0,NA
IE,1231.7,-9.681558,54.51461,0,NA
IE,1232.7,-9.652911,54.51419,0,NA
IE,1233.7,-9.623392,54.51417,0,NA
IE,1234.7,-9.594744,54.51447,0,NA
IE,1235.7,-9.566027,54.51466,0,NA
IE,1236.7,-9.537328,54.51475,0,NA
IE,1237.7,-9.508536,54.51477,0,NA
IE,1238.7,-9.47982,54.51475,0,NA
IE,1239.7,-9.451053,54.51469,0,NA
IE,1240.7,-9.422367,54.51464,0,NA
IE,1241.7,-9.393655,54.51456,0,NA
IE,1242.7,-9.366405,54.51127,0,NA
IE,1243.7,-9.348655,54.49872,0,NA
IE,1244.7,-9.346366,54.49395,0,NA
IE,1245.7,-9.364823,54.5065,0,NA
IE,1246.7,-9.374472,54.5102,0,NA
IE,1247.7,-9.345673,54.51089,0,NA
IE,1248.7,-9.316989,54.51138,0,NA
IE,1249.7,-9.288191,54.51192,0,NA
IE,1250.7,-9.259462,54.5123,0,NA
IE,1251.7,-9.230755,54.51263,0,NA
IE,1252.7,-9.202129,54.51329,0,NA
IE,1253.7,-9.193883,54.52803,0,NA
IE,1254.7,-9.193992,54.54469,0,NA
IE,1255.7,-9.194084,54.56138,0,NA
IE,1256.7,-9.194315,54.57812,0,NA
IE,1257.7,-9.194477,54.59476,0,NA
IE,1258.7,-9.194563,54.6115,0,NA
IE,1258.9,-9.19461,54.6156,0,NA
IE,1259.7,-9.194552,54.62817,0,NA
IE,1260.7,-9.194583,54.64489,0,NA
IE,1261.7,-9.195031,54.66152,0,NA
IE,1262.7,-9.195556,54.6782,0,NA
IE,1263.7,-9.196434,54.6949,0,NA
IE,1264.7,-9.196733,54.71158,0,NA
IE,1265.7,-9.196941,54.72826,0,NA
IE,1266.7,-9.197327,54.74498,0,NA
IE,1267.7,-9.197382,54.76163,0,NA
IE,1268.7,-9.206463,54.76554,0,NA
IE,1269.7,-9.235362,54.76542,0,NA
IE,1270.7,-9.264152,54.76533,0,NA
IE,1271.7,-9.293194,54.76523,0,NA
IE,1272.7,-9.322048,54.76507,0,NA
IE,1273.7,-9.350873,54.76481,0,NA
IE,1274.7,-9.379955,54.76466,0,NA
IE,1275.7,-9.408737,54.76465,0,NA
IE,1276.7,-9.437602,54.76478,0,NA
IE,1277.7,-9.466502,54.76503,0,NA
IE,1278.7,-9.495305,54.76525,0,NA
IE,1279.7,-9.524284,54.76516,0,NA
IE,1280.7,-9.549572,54.76514,0,NA
IE,1281.7,-9.57653,54.76612,0,NA
IE,1282.7,-9.605428,54.76627,0,NA
IE,1283.7,-9.634285,54.76624,0,NA
IE,1284.7,-9.663136,54.76591,0,NA
IE,1285.7,-9.691908,54.76553,0,NA
IE,1286.7,-9.720824,54.76504,0,NA
IE,1287.7,-9.749657,54.76459,0,NA
IE,1288.7,-9.778474,54.76427,0,NA
IE,1289.7,-9.807345,54.76394,0,NA
IE,1290.7,-9.83628,54.76384,0,NA
IE,1291.7,-9.865113,54.76398,0,NA
IE,1292.7,-9.893994,54.76404,0,NA
IE,1293.7,-9.922795,54.76398,0,NA
IE,1294.7,-9.951756,54.76391,0,NA
IE,1295.7,-9.980561,54.764,0,NA
IE,1296.7,-10.00951,54.76422,0,NA
IE,1297.7,-10.03837,54.76478,0,NA
IE,1298.7,-10.06209,54.76534,0,NA
IE,1299.7,-10.09094,54.7647,0,NA
IE,1300.7,-10.11983,54.76454,0,NA
IE,1301.7,-10.14867,54.76458,0,NA
IE,1302.7,-10.17756,54.76448,0,NA
IE,1303.7,-10.20641,54.76435,0,NA
IE,1304.7,-10.23536,54.76425,0,NA
IE,1305.7,-10.26424,54.76472,0,NA
IE,1306.7,-10.29309,54.76523,0,NA
IE,1307.7,-10.32067,54.76647,0,NA
IE,1308.7,-10.32554,54.76428,0,NA
IE,1309.7,-10.29678,54.76462,0,NA
IE,1310.7,-10.26799,54.76449,0,NA
IE,1311.7,-10.23964,54.76261,0,NA
IE,1312.7,-10.23317,54.76188,0,NA
IE,1313.7,-10.26174,54.76413,0,NA
IE,1314.7,-10.29083,54.76461,0,NA
IE,1315.7,-10.31973,54.7649,0,NA
IE,1316.7,-10.34864,54.7649,0,NA
IE,1317.7,-10.37747,54.76441,0,NA
IE,1318.7,-10.40633,54.76442,0,NA
IE,1319.7,-10.42193,54.76786,0,NA
IE,1320.7,-10.40422,54.78089,0,NA
IE,1320.8,-10.40221,54.78234,0,NA
IE,1321.7,-10.38598,54.79382,0,NA
IE,1322.7,-10.36823,54.80691,0,NA
IE,1323.7,-10.35101,54.82033,0,NA
