Cruise,LOG,ACLON,ACLAT,SA,Transect
GER,1,6.032089,54.65055,8.56729,T34
GER,2,6.060818,54.65077,1.21983,T34
GER,3,6.089558,54.65091,6.88743,T34
GER,4,6.118261,54.65093,1.06482,T34
GER,5,6.146947,54.65094,1.93343,T34
GER,6,6.175626,54.651,1.85079,T34
GER,7,6.204326,54.65104,4.24616,T34
GER,8,6.232994,54.65104,8.62467,T34
GER,9,6.261638,54.651,131.29285,T34
GER,10,6.290338,54.651,13.38674,T34
GER,11,6.319082,54.65093,2.98815,T34
GER,12,6.347803,54.65091,0.021617,T34
GER,13,6.376496,54.65093,0.35931,T34
GER,14,6.40519,54.65091,6.84646,T34
GER,15,6.433849,54.65089,4.57862,T34
GER,16,6.462527,54.65091,0.22359,T34
GER,17,6.491284,54.65098,1.51264,T34
GER,18,6.519979,54.65103,0,T34
GER,19,6.548645,54.65094,0,T34
GER,20,6.577343,54.65079,0,T34
GER,21,6.606014,54.6508,0,T34
GER,22,6.634627,54.65084,0.17892,T34
GER,23,6.66335,54.65084,0,T34
GER,24,6.692033,54.65077,0,T34
GER,25,6.720741,54.65082,5.16899,T34
GER,26,6.749402,54.65089,34.78378,T34
GER,27,6.778096,54.65079,2.01386,T34
GER,28,6.80681,54.65082,0,T34
GER,29,6.835432,54.65081,4.50773,T34
GER,30,6.86417,54.65091,14.49979,T34
GER,31,6.892806,54.6508,0.49945,T34
GER,32,6.921483,54.6509,0,T34
GER,33,6.95017,54.6507,0,T34
GER,34,6.978838,54.65084,0,T34
GER,35,7.007551,54.65093,0,T34
GER,36,7.03626,54.65086,0,T34
GER,37,7.064706,54.65075,0,T34
GER,38,7.091518,54.65086,0,T34
GER,39,7.120257,54.65079,0,T34
GER,40,7.148901,54.65098,0.26607,T34
GER,41,7.177649,54.65093,0.28175,T34
GER,42,7.206324,54.65091,21.64949,T34
GER,43,7.234944,54.65083,0,T34
GER,44,7.263673,54.65086,0,T34
GER,45,7.292335,54.6507,0.087874,T34
GER,46,7.321009,54.65082,0,T34
GER,50,7.439492,54.64817,0,T34
GER,51,7.462996,54.64993,0,T34
GER,52,7.491626,54.6508,0,T34
GER,53,7.520273,54.65071,0,T34
GER,54,7.548984,54.65071,0,T34
GER,55,7.577599,54.65091,0,T34
GER,56,7.606313,54.65089,0,T34
GER,57,7.635015,54.65071,0,T34
GER,58,7.663657,54.65069,0,T34
GER,59,7.692448,54.65077,0,T34
GER,60,7.721153,54.65091,0,T34
GER,79,7.878589,54.94035,0,T35
GER,80,7.849628,54.94142,0,T35
GER,81,7.820794,54.94206,0,T35
GER,82,7.79192,54.94205,0,T35
GER,83,7.763057,54.94195,0,T35
GER,84,7.734218,54.94194,0.17797,T35
GER,85,7.705311,54.94197,12.39086,T35
GER,88,7.599538,54.9403,1.41751,T35
GER,89,7.590399,54.94133,0,T35
GER,90,7.561531,54.94207,0,T35
GER,91,7.532652,54.94239,0,T35
GER,92,7.503784,54.94223,0.079764,T35
GER,93,7.474873,54.94201,0.10154,T35
GER,94,7.445947,54.94166,0.096892,T35
GER,95,7.417067,54.94176,0.34399,T35
GER,96,7.388125,54.94191,0.22271,T35
GER,97,7.3592,54.94179,0.28884,T35
GER,98,7.330295,54.94181,2.73867,T35
GER,99,7.301386,54.94201,0,T35
GER,100,7.272512,54.9422,0,T35
GER,101,7.243686,54.94177,0,T35
GER,102,7.214771,54.94183,0,T35
GER,103,7.185879,54.94191,0.032946,T35
GER,104,7.156996,54.94202,0,T35
GER,105,7.128101,54.94224,0.082146,T35
GER,106,7.099283,54.94237,0.34473,T35
GER,107,7.070314,54.94251,0,T35
GER,108,7.041397,54.94263,0.13736,T35
GER,109,7.012496,54.94256,0,T35
GER,110,6.983555,54.94241,0,T35
GER,111,6.954616,54.94226,0,T35
GER,112,6.925726,54.94217,0.044275,T35
GER,113,6.896824,54.94209,0,T35
GER,114,6.867934,54.94196,0,T35
GER,115,6.839044,54.94189,0.22602,T35
GER,116,6.810144,54.94172,0,T35
GER,117,6.781278,54.94149,0.034124,T35
GER,118,6.752407,54.94175,0.0063747,T35
GER,119,6.723494,54.94184,0,T35
GER,202,7.97695,55.81688,0,T38
GER,203,7.950158,55.81617,49.79809,T38
GER,204,7.920612,55.81589,0.51612,T38
GER,205,7.891029,55.81562,12.4737,T38
GER,206,7.861494,55.81524,0,T38
GER,207,7.831923,55.81524,0.15425,T38
GER,208,7.802372,55.81535,0,T38
GER,209,7.772789,55.81532,0,T38
GER,210,7.743247,55.81538,0,T38
GER,211,7.713634,55.81551,0,T38
GER,212,7.684133,55.81567,0,T38
GER,213,7.6546,55.8159,0,T38
GER,214,7.625082,55.81622,0,NA
GER,215,7.59557,55.8165,0,NA
GER,216,7.566016,55.81633,0,NA
GER,217,7.536452,55.81612,0,NA
GER,218,7.506923,55.81585,0,NA
GER,219,7.477367,55.81565,0,T38
GER,220,7.447849,55.81533,0.25392,T38
GER,221,7.418301,55.81518,0,T38
GER,222,7.388696,55.81509,0,T38
GER,223,7.359152,55.8151,0,T38
GER,224,7.329598,55.81526,331.8953,T38
GER,225,7.300057,55.81555,34.41017,T38
GER,226,7.270528,55.81558,0,T38
GER,227,7.240982,55.81551,79.93795,T38
GER,228,7.211397,55.81538,0,T38
GER,229,7.181866,55.8152,0,T38
GER,230,7.152328,55.81536,0,T38
GER,231,7.122797,55.81567,0,T38
GER,232,7.093243,55.81565,0,T38
GER,233,7.063733,55.81562,0,T38
GER,234,7.034183,55.81566,0,T38
GER,235,7.005711,55.8156,530.35731,T38
GER,236,6.975656,55.81611,0,T38
GER,242,6.950925,55.81549,0,T38
GER,243,6.92135,55.81542,0,T38
GER,244,6.891813,55.81537,0,T38
GER,245,6.862327,55.81545,0,T38
GER,246,6.832744,55.81542,0,T38
GER,247,6.803229,55.81538,0.11064,T38
GER,248,6.773695,55.8155,0,T38
GER,249,6.74417,55.81546,0,T38
GER,250,6.714623,55.81541,0,T38
GER,251,6.685068,55.81549,0,T38
GER,252,6.655552,55.81528,0,T38
GER,253,6.626026,55.81516,0,T38
GER,254,6.596572,55.81518,0,T38
GER,255,6.566946,55.81522,0,T38
GER,256,6.537382,55.8152,0.1341,T38
GER,257,6.507865,55.81516,0,T38
GER,258,6.478315,55.8152,0,T38
GER,259,6.448818,55.81554,0.5782,T38
GER,260,6.419318,55.8155,0.60772,T38
GER,261,6.389786,55.81541,0,T38
GER,262,6.360307,55.81543,0,T38
GER,263,6.330637,55.81535,0,T38
GER,264,6.301077,55.81528,0,T38
GER,265,6.271559,55.81551,0,T38
GER,266,6.242029,55.81572,0,T38
GER,267,6.212519,55.81563,0,T38
GER,268,6.18293,55.81539,0,T38
GER,269,6.153387,55.81533,0,T38
GER,270,6.123815,55.81536,0,T38
GER,271,6.094234,55.81528,0,T38
GER,272,6.064759,55.81507,0,T38
GER,291,6.043245,55.52587,0,T37
GER,292,6.072523,55.52482,0,T37
GER,293,6.101853,55.52459,0,T37
GER,294,6.131193,55.52448,1.00116,T37
GER,295,6.160523,55.52452,0,T37
GER,296,6.189855,55.52468,0,T37
GER,297,6.219162,55.52483,0,T37
GER,298,6.24847,55.52465,0,T37
GER,299,6.277732,55.52443,0,T37
GER,300,6.307061,55.52444,0,T37
GER,301,6.336368,55.52464,0,T37
GER,302,6.365679,55.52483,0,T37
GER,303,6.395035,55.52488,0,T37
GER,304,6.424389,55.52471,0,T37
GER,305,6.453684,55.52454,0,T37
GER,306,6.483005,55.52425,0,T37
GER,307,6.512268,55.52403,0,T37
GER,308,6.541629,55.52402,0,T37
GER,309,6.570902,55.52418,0,T37
GER,310,6.600275,55.52431,0,T37
GER,311,6.62958,55.52439,0,T37
GER,312,6.658932,55.52438,0,T37
GER,313,6.688262,55.52429,0,T37
GER,314,6.717631,55.52429,0,T37
GER,315,6.74693,55.52439,0,T37
GER,316,6.776248,55.52454,0,T37
GER,317,6.805514,55.52485,0,T37
GER,318,6.834824,55.52504,0,T37
GER,319,6.864188,55.52482,0,T37
GER,320,6.893524,55.52481,0,T37
GER,321,6.922831,55.52502,0,T37
GER,322,6.952185,55.52511,0,T37
GER,323,6.981515,55.52507,0,T37
GER,330,7.001017,55.52608,1.65047,T37
GER,331,7.015658,55.52593,0.81723,T37
GER,332,7.044958,55.52535,0,T37
GER,333,7.074256,55.52492,0,T37
GER,334,7.103625,55.52481,0,T37
GER,335,7.132904,55.52496,0,T37
GER,336,7.162277,55.52485,0,T37
GER,337,7.191595,55.5246,0,T37
GER,338,7.220947,55.52436,0,T37
GER,339,7.250324,55.52429,0,T37
GER,340,7.279665,55.52438,0,T37
GER,341,7.308962,55.52442,0.48527,T37
GER,342,7.338298,55.52447,1.5702,T37
GER,343,7.367667,55.52462,0,T37
GER,349,7.381513,55.52448,0,T37
GER,350,7.410884,55.52446,1.20552,T37
GER,351,7.440194,55.52466,0,T37
GER,352,7.469481,55.52477,0,T37
GER,353,7.498749,55.5247,0,T37
GER,354,7.528068,55.52448,908.01885,T37
GER,355,7.557374,55.52467,391.29684,T37
GER,381,7.969084,55.23232,36.36931,T36
GER,382,7.939887,55.23279,0,T36
GER,383,7.910837,55.23318,0,T36
GER,384,7.881692,55.23315,0,T36
GER,385,7.852595,55.23309,0,T36
GER,386,7.823472,55.23312,0,T36
GER,387,7.794368,55.23316,0,T36
GER,388,7.765221,55.23323,0,T36
GER,389,7.736115,55.23326,0,T36
GER,390,7.707046,55.2333,0,T36
GER,391,7.677935,55.23335,0,T36
GER,392,7.648855,55.23319,0,T36
GER,393,7.619674,55.23315,0,T36
GER,394,7.590608,55.23327,0,T36
GER,395,7.561472,55.23352,0,T36
GER,396,7.532354,55.23347,0,T36
GER,397,7.503275,55.23343,0,T36
GER,398,7.474133,55.23348,0,T36
GER,399,7.445009,55.23349,13.31642,T36
GER,400,7.415899,55.23321,0.49678,T36
GER,407,7.375752,55.23318,0,T36
GER,408,7.34662,55.23341,0,T36
GER,409,7.317488,55.23362,0,T36
GER,410,7.28876,55.23487,0,T36
GER,411,7.262233,55.24174,0,T36
GER,412,7.236417,55.24937,9.82279,T36
GER,413,7.210546,55.25699,24.03986,T36
GER,414,7.18462,55.26463,29.82765,T36
GER,415,7.156678,55.26905,9.89655,T36
GER,416,7.128364,55.27296,26.1355,T36
GER,421,7.105403,55.27484,81.43166,T36
GER,422,7.09514,55.27625,0,T36
GER,423,7.06684,55.28014,0,T36
GER,424,7.038504,55.28399,0,T36
GER,425,7.010171,55.28779,0,T36
GER,426,6.981767,55.29157,0,T36
GER,427,6.953248,55.29508,0,T36
GER,428,6.924632,55.29823,2.79574,T36
GER,429,6.896055,55.30143,0,T36
GER,430,6.867487,55.30475,0,T36
GER,431,6.838743,55.30764,0.70787,T36
GER,432,6.810875,55.30642,0,T36
GER,433,6.789051,55.29536,3.32499,T36
GER,434,6.767309,55.28426,4.56866,T36
GER,435,6.745576,55.27319,2.76607,T36
GER,436,6.723958,55.26205,4.51683,T36
GER,437,6.702242,55.25093,0,T36
GER,438,6.68066,55.23978,0,T36
GER,439,6.657195,55.23243,0,T36
GER,440,6.628222,55.23333,0,T36
GER,441,6.599105,55.23331,0,T36
GER,442,6.569886,55.23338,0,T36
GER,443,6.54088,55.23352,0,T36
GER,444,6.51179,55.2334,0,T36
GER,471,6.502383,55.23207,0,T36
GER,472,6.493992,55.23265,0,T36
GER,473,6.465019,55.23361,0,T36
GER,474,6.435842,55.23357,0,T36
GER,475,6.406851,55.23325,0,T36
GER,476,6.377748,55.23309,0,T36
GER,477,6.3486,55.23306,0,T36
GER,478,6.319545,55.23302,0,T36
GER,479,6.290449,55.23288,0,T36
GER,480,6.261357,55.23267,0,T36
GER,481,6.232253,55.23256,0,T36
GER,482,6.203056,55.23267,0,T36
GER,483,6.173946,55.23275,0,T36
GER,484,6.144816,55.23285,0,T36
GER,485,6.115718,55.23313,0,T36
GER,486,6.086643,55.23329,0,T36
GER,487,6.057449,55.23341,0,T36
GER,505,6.048375,54.94205,0,T35
GER,506,6.073086,54.94043,0,T35
GER,510,6.188211,54.9395,0,T35
GER,511,6.216771,54.94187,0,T35
GER,512,6.245668,54.94195,0,T35
GER,513,6.274525,54.94183,0,T35
GER,514,6.303394,54.94195,0,T35
GER,515,6.33238,54.94197,0,T35
GER,516,6.361275,54.94186,0,T35
GER,517,6.390162,54.94222,0,T35
GER,518,6.419044,54.943,0,T35
GER,519,6.447939,54.94265,0,T35
GER,520,6.476817,54.9421,0,T35
GER,521,6.505714,54.94192,0,T35
GER,522,6.534624,54.94201,0,T35
GER,523,6.563526,54.94191,0.035551,T35
GER,524,6.592464,54.94173,0,T35
GER,525,6.621243,54.94164,0,T35
GER,526,6.650216,54.9419,0,T35
GER,527,6.679078,54.94229,0,T35
GER,528,6.708016,54.94228,0,T35
GER,555,6.67085,54.49793,38.33477,T47
GER,556,6.670319,54.48544,1.69048,T47
GER,557,6.669227,54.46882,0.98884,T47
GER,558,6.668913,54.45221,3.86311,T47
GER,559,6.668965,54.43556,43.91275,T47
GER,560,6.668854,54.41892,91.31541,T47
GER,567,6.673671,54.41604,14.96226,T47
GER,568,6.668475,54.40268,13.50101,T47
GER,569,6.668505,54.38602,4.47822,T47
GER,570,6.666306,54.38657,12.40346,T47
GER,571,6.667365,54.36993,1.83358,T47
GER,572,6.66827,54.35333,26.56426,T47
GER,573,6.668525,54.33672,34.25122,T47
GER,574,6.668092,54.32005,9.207,T47
GER,575,6.66816,54.30344,4.66389,T47
GER,576,6.66873,54.28674,66.60856,T47
GER,577,6.669105,54.27011,6.44398,T47
GER,578,6.669168,54.25346,13.72606,T47
GER,579,6.669086,54.23683,9.51213,T47
GER,580,6.669014,54.22018,90.06604,T47
GER,581,6.668953,54.20354,17.39506,T47
GER,582,6.669424,54.18687,30.55991,T47
GER,583,6.669987,54.17022,9.39943,T47
GER,584,6.671157,54.15363,1.79425,T47
GER,585,6.671387,54.13694,15.93749,T47
GER,586,6.670641,54.1204,1.98481,T47
GER,587,6.669798,54.10377,3.78111,T47
GER,588,6.669106,54.08712,0,T47
GER,589,6.669025,54.0705,1.78362,T47
GER,590,6.668788,54.05386,1.25632,T47
GER,591,6.668844,54.0372,0.85173,T47
GER,592,6.668941,54.02057,1.63452,T47
GER,593,6.668214,54.00392,0.26286,T47
GER,665,7.999922,54.49508,0.71975,T49
GER,666,7.999617,54.47842,0,T49
GER,667,7.999256,54.4618,0,T49
GER,668,7.999212,54.44518,0,T49
GER,669,7.999177,54.42852,0,T49
GER,670,7.999174,54.41188,0,T49
GER,671,7.999418,54.39522,0,T49
GER,672,7.999888,54.37861,0,T49
GER,673,8.000132,54.362,0,T49
GER,674,7.99982,54.34534,0,T49
GER,675,7.999424,54.32873,0,T49
GER,676,7.999088,54.31211,0.91942,T49
GER,677,7.999085,54.29548,12.61501,T49
GER,678,7.999282,54.27883,3.55878,T49
GER,679,7.999217,54.26222,0,T49
GER,680,7.999584,54.24553,0,T49
GER,681,7.999775,54.22888,0,T49
GER,682,8.000796,54.21228,0,T49
GER,683,8.000638,54.19559,0.26459,T49
GER,684,7.999823,54.17897,0,T49
GER,685,7.999474,54.16232,403.2865,T49
GER,686,7.999243,54.14569,1060.44211,T49
GER,687,7.999506,54.12902,259.95975,T49
GER,692,7.997247,54.11436,327.81572,T49
GER,693,8.000072,54.10673,225.07132,T49
GER,694,7.999577,54.09008,289.08718,T49
GER,695,7.999411,54.07346,652.74199,T49
GER,696,7.999297,54.05684,871.72208,T49
GER,697,7.998965,54.04019,681.80596,T49
GER,698,7.999148,54.02356,358.97697,T49
GER,699,7.99952,54.00693,347.27862,T49
GER,700,7.999919,53.99028,221.20035,T49
GER,701,7.999198,53.97364,122.87261,T49
GER,728,7.339622,53.81105,0,T48
GER,729,7.336948,53.82761,0,T48
GER,730,7.335257,53.8442,0,T48
GER,731,7.3342,53.86078,0,T48
GER,732,7.33383,53.87746,0,T48
GER,733,7.333576,53.89418,0,T48
GER,734,7.334052,53.91079,0,T48
GER,735,7.334373,53.92747,0,T48
GER,736,7.334298,53.9441,0.3926,T48
GER,737,7.334093,53.9607,0,T48
GER,738,7.333876,53.97728,0.28708,T48
GER,739,7.333821,53.99389,0.28451,T48
GER,740,7.333832,54.01058,1.02287,T48
GER,741,7.333637,54.0272,0,T48
GER,742,7.333415,54.04382,0,T48
GER,743,7.333172,54.06054,0.15876,T48
GER,744,7.333344,54.0771,0.33748,T48
GER,745,7.333855,54.09367,2.31213,T48
GER,746,7.33428,54.11032,0.34265,T48
GER,747,7.334671,54.12698,0.8301,T48
GER,748,7.334333,54.14359,33.36111,T48
GER,749,7.33356,54.16023,7.63617,T48
GER,759,7.335896,54.17477,0.051285,T48
GER,760,7.334767,54.19133,2.37966,T48
GER,761,7.334235,54.20789,11.17637,T48
GER,762,7.333531,54.22448,20.32297,T48
GER,763,7.333122,54.24117,12.77245,T48
GER,764,7.333421,54.25779,29.03707,T48
GER,765,7.333553,54.27439,6.52814,T48
GER,766,7.333425,54.29108,19.80044,T48
GER,767,7.333235,54.3077,8.42883,T48
GER,768,7.332946,54.32438,3.46437,T48
GER,769,7.332807,54.34098,1.29446,T48
GER,770,7.333429,54.35759,0,T48
GER,771,7.334113,54.37431,1.24346,T48
GER,772,7.334138,54.39088,12.30603,T48
GER,773,7.334158,54.40755,0,T48
GER,774,7.334323,54.4242,0,T48
GER,775,7.33458,54.44083,0,T48
GER,776,7.334667,54.45745,27.38356,T48
GER,777,7.33446,54.47407,0,T48
GER,778,7.33409,54.4907,5.24903,T48
GER,838,6.6684,54.00191,0.27979,T47
GER,839,6.668053,53.98972,0.46086,T47
GER,840,6.667572,53.97311,0,T47
GER,841,6.666989,53.95649,0,T47
GER,842,6.666449,53.9399,0.04766,T47
GER,843,6.664543,53.92331,0,T47
GER,844,6.659433,53.90731,0,T47
GER,845,6.633524,53.90084,0.15114,T47
GER,846,6.634191,53.88548,0,T47
GER,847,6.639557,53.86914,0,T47
GER,848,6.64489,53.85283,0,T47
GER,849,6.65041,53.83653,0,T47
GER,850,6.655904,53.82021,0.089967,T47
GER,851,6.660882,53.80381,0,T47
GER,852,6.664917,53.78733,0.32667,T47
GER,853,6.668308,53.77079,0,T47
GER,854,6.668527,53.75418,0,T47
GER,882,6.001566,53.56664,0,T46
GER,883,6.003137,53.5833,0,T46
GER,884,6.003818,53.59994,0,T46
GER,885,6.003733,53.61656,0,T46
GER,886,6.003512,53.63322,0,T46
GER,887,6.00342,53.6498,0,T46
GER,888,5.996522,53.66585,0,T46
GER,889,5.987193,53.68152,0,T46
GER,890,5.978251,53.69724,0.16244,T46
GER,891,5.969606,53.71302,0,T46
GER,892,5.961043,53.72887,0,T46
GER,893,5.952453,53.74469,0.12073,T46
GER,894,5.943991,53.76059,0,T46
GER,895,5.935927,53.77649,0,T46
GER,896,5.961108,53.78283,0.041057,T46
GER,897,5.987816,53.78799,0,T46
GER,898,6.00385,53.79815,0,T46
GER,899,6.00412,53.81476,0,T46
GER,900,6.003978,53.83138,0,T46
GER,901,6.00315,53.848,0.33261,T46
GER,902,6.002192,53.86458,0,T46
GER,903,6.002844,53.88122,1.11686,T46
GER,904,6.003604,53.89783,0.059123,T46
GER,905,6.004003,53.91441,0,T46
GER,906,6.003765,53.93111,0.17522,T46
GER,907,6.003087,53.94773,0,T46
GER,908,6.002584,53.96441,3.40217,T46
GER,909,6.001988,53.98111,1.41312,T46
GER,910,5.998842,53.99758,0.33863,T46
GER,911,5.991374,54.01365,0.16626,T46
GER,912,5.984031,54.02972,0,T46
GER,913,5.976888,54.04583,0,T46
GER,914,5.971829,54.06221,0.16783,T46
GER,915,5.981462,54.07652,0,T46
GER,917,6.00433,54.09976,0,T46
GER,918,5.999636,54.11615,0,T46
GER,919,5.994864,54.13259,0,T46
GER,920,5.989871,54.14896,0,T46
GER,921,5.984789,54.16533,0,T46
GER,922,5.981232,54.18156,0,T46
GER,923,6.000317,54.19184,3.77028,T46
GER,924,6.00331,54.20827,11.94395,T46
GER,931,6.003252,54.22441,5.26559,T46
GER,932,6.002776,54.24046,4.23167,T46
GER,933,6.009448,54.25621,2.46048,T46
GER,934,6.026169,54.26962,8.89016,T46
GER,935,6.043393,54.28281,31.49118,T46
GER,936,6.056726,54.29731,28.74956,T46
GER,942,6.06232,54.30771,25.77697,T46
GER,943,6.062296,54.31413,6.22632,T46
GER,944,6.062131,54.33073,19.63536,T46
GER,945,6.061825,54.34743,32.05396,T46
GER,946,6.061495,54.3641,71.47499,T46
GER,947,6.061137,54.38073,123.1928,T46
GER,948,6.060742,54.39736,50.00315,T46
GER,949,6.060347,54.414,80.2647,T46
GER,950,6.059954,54.43064,20.51902,T46
GER,951,6.05683,54.44717,59.02252,T46
GER,952,6.045298,54.46215,57.64529,T46
GER,953,6.028978,54.47582,38.91384,T46
GER,954,6.014297,54.49002,23.24388,T46
GER,1003,5.339114,54.50293,37.00253,NA
GER,1004,5.338024,54.48618,70.53249,T45
GER,1005,5.33766,54.4696,64.44161,T45
GER,1013,5.336539,54.44516,13.95714,T45
GER,1014,5.337721,54.42855,26.3333,T45
GER,1015,5.33773,54.4119,8.86631,T45
GER,1016,5.33761,54.39523,19.24465,T45
GER,1017,5.336947,54.37857,2.51725,T45
GER,1018,5.334931,54.36196,0.83402,T45
GER,1019,5.331903,54.3454,1.55552,T45
GER,1020,5.330393,54.32878,16.85678,T45
GER,1021,5.320611,54.31324,200.22282,T45
GER,1022,5.320268,54.29664,24.98482,T45
GER,1023,5.321599,54.28006,165.05611,T45
GER,1028,5.319776,54.25632,31.95228,T45
GER,1029,5.331623,54.24152,69.02201,T45
GER,1030,5.337724,54.22554,8.98562,T45
GER,1031,5.33822,54.2089,66.00208,T45
GER,1032,5.338451,54.19226,71.5728,T45
GER,1033,5.338227,54.17559,50.08663,T45
GER,1034,5.337851,54.15893,33.11328,T45
GER,1035,5.338053,54.14226,75.6632,T45
GER,1036,5.338312,54.12565,0.74814,T45
GER,1037,5.341259,54.10914,1.77037,T45
GER,1038,5.346436,54.09275,1.82764,T45
GER,1039,5.351578,54.07639,22.20076,T45
GER,1040,5.356664,54.06002,8.78415,T45
GER,1041,5.359179,54.04364,4.13353,T45
GER,1042,5.352493,54.02744,0.2085,T45
GER,1043,5.345899,54.01126,0,T45
GER,1044,5.339213,53.99508,1.16387,T45
GER,1049,5.336816,53.96593,0,T45
GER,1050,5.336668,53.95909,0,T45
GER,1051,5.3384,53.94249,0,T45
GER,1052,5.338061,53.92584,0,T45
GER,1053,5.338212,53.90922,0,T45
GER,1054,5.338131,53.89255,0,T45
GER,1055,5.33806,53.87593,0,T45
GER,1056,5.3379,53.85934,0.64044,T45
GER,1057,5.337986,53.84268,4.52264,T45
GER,1058,5.338444,53.82607,1.23674,T45
GER,1059,5.338259,53.80938,0.14048,T45
GER,1060,5.338308,53.79276,6.46422,T45
GER,1061,5.338524,53.77616,1.75756,T45
GER,1062,5.338139,53.75949,1.39183,T45
GER,1063,5.337972,53.74282,0.047853,T45
GER,1064,5.337994,53.72617,2.31911,T45
GER,1065,5.338346,53.70955,2.63467,T45
GER,1066,5.338587,53.69291,0,T45
GER,1067,5.338217,53.67627,0,T45
GER,1068,5.339539,53.65981,4.80399,T45
GER,1069,5.349054,53.64417,3.62593,T45
GER,1070,5.358695,53.62854,0,T45
GER,1071,5.368252,53.61291,76.44063,T45
GER,1072,5.369792,53.59629,173.25982,T45
GER,1078,5.331244,53.57424,41.39435,T45
GER,1079,5.337375,53.55806,1869.04823,T45
GER,1080,5.342794,53.54173,54.62674,T45
GER,1081,5.348941,53.52551,5.31876,NA
GER,1097,4.994667,53.53572,0,T42
GER,1098,4.975158,53.5318,0,T42
GER,1099,4.948707,53.52642,0,T42
GER,1100,4.922204,53.52118,0.19272,T42
GER,1101,4.895601,53.5162,0,T42
GER,1102,4.868927,53.5113,5.3093,T42
GER,1103,4.84241,53.50618,0.024224,T42
GER,1104,4.815915,53.50097,0.17842,T42
GER,1105,4.789384,53.49577,2.44874,T42
GER,1106,4.762691,53.49089,0,T42
GER,1107,4.73608,53.48598,0,T42
GER,1108,4.709375,53.48123,0.13347,T42
GER,1109,4.682631,53.47644,0.015693,T42
GER,1110,4.656048,53.47139,0,T42
GER,1111,4.629427,53.46641,0,T42
GER,1112,4.602753,53.46156,0,T42
GER,1113,4.576022,53.45685,0,T42
GER,1114,4.549602,53.45157,0,T42
GER,1204,4.207517,52.28607,19.75897,T39
GER,1205,4.19387,52.2884,4.4477,T39
GER,1206,4.167336,52.29215,0,T39
GER,1207,4.140321,52.29137,20.46674,T39
GER,1208,4.113338,52.28982,50.40487,T39
GER,1209,4.086122,52.28923,12.72254,T39
GER,1210,4.059012,52.28878,25.06536,T39
GER,1211,4.040957,52.28233,210.35942,T39
GER,1212,4.018105,52.29124,282.6684,T39
GER,1219,3.993807,52.28864,0,T39
GER,1220,3.96669,52.28849,0,T39
GER,1221,3.939543,52.28842,39.32567,T39
GER,1222,3.912423,52.28829,0.59089,T39
GER,1223,3.885341,52.28812,0.2261,T39
GER,1224,3.858884,52.28444,0.24418,T39
GER,1225,3.832628,52.2804,0,T39
GER,1226,3.805785,52.2797,0,T39
GER,1227,3.778761,52.28085,9.49046,T39
GER,1228,3.754163,52.28568,0,T39
GER,1229,3.729345,52.28933,0,T39
GER,1230,3.702244,52.28901,8.43016,T39
GER,1231,3.675124,52.2888,15.36075,T39
GER,1232,3.647929,52.28868,0,T39
GER,1233,3.620837,52.28876,0,T39
GER,1234,3.593686,52.28874,0.030453,T39
GER,1235,3.566517,52.28857,0,T39
GER,1236,3.539379,52.28861,0,T39
GER,1237,3.512284,52.28875,0,T39
GER,1238,3.485101,52.28857,0,T39
GER,1239,3.457982,52.28862,0,T39
GER,1240,3.430813,52.28846,0,T39
GER,1241,3.403728,52.28831,0,T39
GER,1242,3.376602,52.28856,0,T39
GER,1243,3.353397,52.29149,0,T39
GER,1244,3.326149,52.29055,0,T39
GER,1245,3.299092,52.28938,0,T39
GER,1246,3.271967,52.2892,0,T39
GER,1247,3.244848,52.2891,0.3945,T39
GER,1248,3.217687,52.28904,0.047137,T39
GER,1249,3.190588,52.2888,0,T39
GER,1250,3.16346,52.28865,0,T39
GER,1251,3.136332,52.28876,0,T39
GER,1252,3.109167,52.2888,0,T39
GER,1253,3.082035,52.28875,0.65743,T39
GER,1254,3.054881,52.28879,1.53811,T39
GER,1255,3.027711,52.28886,0.39714,T39
GER,1256,3.000578,52.28894,0,T39
GER,1257,2.97345,52.28867,0,T39
GER,1258,2.946296,52.28841,0,T39
GER,1259,2.919194,52.28831,0,T39
GER,1260,2.892057,52.28831,56.2503,T39
GER,1261,2.865001,52.28822,0,T39
GER,1262,2.837811,52.28829,0,T39
GER,1263,2.810916,52.28927,0.84434,T39
GER,1264,2.784024,52.29147,0.009036,T39
GER,1265,2.756868,52.2917,0,T39
GER,1266,2.729916,52.28966,0.12759,T39
GER,1267,2.702811,52.28896,0.087178,T39
GER,1268,2.675673,52.2893,0.054584,T39
GER,1269,2.65309,52.29766,0.39039,T39
GER,1270,2.633022,52.30885,2.09544,T39
GER,1271,2.612445,52.31969,3.71183,T39
GER,1272,2.591703,52.33048,0.60363,T39
GER,1273,2.567539,52.33791,0.13103,T39
GER,1274,2.54073,52.3385,1.04427,T39
GER,1275,2.513912,52.33576,3.58677,T39
GER,1276,2.487338,52.33252,0,T39
GER,1277,2.462733,52.32545,1.85145,T39
GER,1278,2.438303,52.31808,0.56916,T39
GER,1279,2.414073,52.31061,0.54419,T39
GER,1280,2.389784,52.30321,2.8087,T39
GER,1281,2.365488,52.29579,0.84599,T39
GER,1282,2.341232,52.28856,0,T39
GER,1283,2.314106,52.28847,0,T39
GER,1284,2.286959,52.28848,0.45905,T39
GER,1285,2.259845,52.28841,0,T39
