ACLON,ACLAT,HER,STRATUM,CRUISE,Country
2.7318833,59.684746,151.919424,11b,NA,NOR
2.7318833,59.684746,151.919424,11b,NA,NOR
2.5674782,59.685345,2.499989,11b,NA,NOR
2.5674782,59.685345,2.499989,11b,NA,NOR
2.404853,59.682484,29.521022,11b,NA,NOR
2.404853,59.682484,29.521022,11b,NA,NOR
2.25436,59.681004,32.969051,11b,NA,NOR
2.25436,59.681004,32.969051,11b,NA,NOR
2.090284,59.676502,0,11b,NA,NOR
2.090284,59.676502,0,11b,NA,NOR
2.04342,59.676945,0.427637,11b,NA,NOR
2.04342,59.676945,0.427637,11b,NA,NOR
2.0368383,59.676876,1.405496,11b,NA,NOR
2.0368383,59.676876,1.405496,11b,NA,NOR
10.22383,58.53176,30.67823,31,26D4201806,DK
10.22383,58.53176,30.67823,31,26D4201806,DK
10.41595,58.53215,134.56451,31,26D4201806,DK
10.41595,58.53215,134.56451,31,26D4201806,DK
10.51181,58.53292,31.85114,31,26D4201806,DK
10.51181,58.53292,31.85114,31,26D4201806,DK
10.79957,58.5382,127.13982,31,26D4201806,DK
10.79957,58.5382,127.13982,31,26D4201806,DK
2.0010867,59.986153,6.180135,11b,NA,NOR
2.0010867,59.986153,6.180135,11b,NA,NOR
2.03044,59.98749,32.513179,11b,NA,NOR
2.03044,59.98749,32.513179,11b,NA,NOR
2.1961868,59.99027,59.535389,11b,NA,NOR
2.1961868,59.99027,59.535389,11b,NA,NOR
2.3621366,59.98979,2.499762,11b,NA,NOR
2.3621366,59.98979,2.499762,11b,NA,NOR
2.5272543,59.988617,0,11b,NA,NOR
2.5272543,59.988617,0,11b,NA,NOR
2.5589547,59.998333,2.203352,11b,NA,NOR
2.5589547,59.998333,2.203352,11b,NA,NOR
2.6850533,59.998554,95.940058,11b,NA,NOR
2.6850533,59.998554,95.940058,11b,NA,NOR
2.8509548,59.996056,0,11b,NA,NOR
2.8509548,59.996056,0,11b,NA,NOR
3.016669,59.995453,8.999361,11b,NA,NOR
3.016669,59.995453,8.999361,11b,NA,NOR
3.1824768,59.99624,0,11b,NA,NOR
3.1824768,59.99624,0,11b,NA,NOR
3.1899483,59.997116,13.666544,11b,NA,NOR
3.1899483,59.997116,13.666544,11b,NA,NOR
3.341495,59.993843,0,11b,NA,NOR
3.341495,59.993843,0,11b,NA,NOR
3.506123,59.99502,8.506198,11b,NA,NOR
3.506123,59.99502,8.506198,11b,NA,NOR
3.6721938,59.995453,22.047578,11b,NA,NOR
3.6721938,59.995453,22.047578,11b,NA,NOR
3.8381717,59.9956,68.599338,11b,NA,NOR
3.8381717,59.9956,68.599338,11b,NA,NOR
3.9997034,60.00026,52.463782,11b,NA,NOR
3.9997034,60.00026,52.463782,11b,NA,NOR
4.1649466,59.99334,62.028856,11b,NA,NOR
4.1649466,59.99334,62.028856,11b,NA,NOR
4.3308783,59.990284,25.471724,11b,NA,NOR
4.3308783,59.990284,25.471724,11b,NA,NOR
4.4968567,59.98754,241.023536,11b,NA,NOR
4.4968567,59.98754,241.023536,11b,NA,NOR
4.66251,59.98938,39.20735,11b,NA,NOR
4.66251,59.98938,39.20735,11b,NA,NOR
10.73364,58.69842,401.40699,31,26D4201806,DK
10.73364,58.69842,401.40699,31,26D4201806,DK
10.60487,58.6993,2476.39961,31,26D4201806,DK
10.60487,58.6993,2476.39961,31,26D4201806,DK
10.34743,58.7009,71.11083,31,26D4201806,DK
10.34743,58.7009,71.11083,31,26D4201806,DK
10.31524,58.70043,65.9542,31,26D4201806,DK
10.31524,58.70043,65.9542,31,26D4201806,DK
10.16511,58.69125,3.19037,31,26D4201806,DK
10.16511,58.69125,3.19037,31,26D4201806,DK
4.704225,60.298515,0,11b,NA,NOR
4.704225,60.298515,0,11b,NA,NOR
4.6384716,60.30161,3.346958,11b,NA,NOR
4.6384716,60.30161,3.346958,11b,NA,NOR
4.4710045,60.303802,11.510446,11b,NA,NOR
4.4710045,60.303802,11.510446,11b,NA,NOR
4.303376,60.303383,7.00319,11b,NA,NOR
4.303376,60.303383,7.00319,11b,NA,NOR
4.136037,60.306374,15.524478,11b,NA,NOR
4.136037,60.306374,15.524478,11b,NA,NOR
3.9691389,60.313187,15.980996,11b,NA,NOR
3.9691389,60.313187,15.980996,11b,NA,NOR
3.80181,60.316013,12.527285,11b,NA,NOR
3.80181,60.316013,12.527285,11b,NA,NOR
3.6347516,60.311394,11.499291,11b,NA,NOR
3.6347516,60.311394,11.499291,11b,NA,NOR
3.4703233,60.31199,8.191726,11b,NA,NOR
3.4703233,60.31199,8.191726,11b,NA,NOR
3.3457983,60.308056,22.241204,11b,NA,NOR
3.3457983,60.308056,22.241204,11b,NA,NOR
3.2333298,60.30804,18.60669,11b,NA,NOR
3.2333298,60.30804,18.60669,11b,NA,NOR
3.14263,60.308228,35.188301,11b,NA,NOR
3.14263,60.308228,35.188301,11b,NA,NOR
3.1291866,60.308167,7.487484,11b,NA,NOR
3.1291866,60.308167,7.487484,11b,NA,NOR
2.9615,60.30752,12.479425,11b,NA,NOR
2.9615,60.30752,12.479425,11b,NA,NOR
2.7939503,60.305832,30.478098,11b,NA,NOR
2.7939503,60.305832,30.478098,11b,NA,NOR
2.6263669,60.305294,39.537716,11b,NA,NOR
2.6263669,60.305294,39.537716,11b,NA,NOR
2.4590783,60.30736,29.047246,11b,NA,NOR
2.4590783,60.30736,29.047246,11b,NA,NOR
2.319025,60.304806,18.512662,11b,NA,NOR
2.319025,60.304806,18.512662,11b,NA,NOR
2.1516778,60.30183,2128.767802,11b,NA,NOR
2.1516778,60.30183,2128.767802,11b,NA,NOR
10.05427,58.8582,141.80849,31,26D4201806,DK
10.05427,58.8582,141.80849,31,26D4201806,DK
10.11891,58.85843,189.5893,31,26D4201806,DK
10.11891,58.85843,189.5893,31,26D4201806,DK
10.37738,58.85768,150.71478,31,26D4201806,DK
10.37738,58.85768,150.71478,31,26D4201806,DK
10.4097,58.85759,138.45827,31,26D4201806,DK
10.4097,58.85759,138.45827,31,26D4201806,DK
10.63589,58.85662,177.57413,31,26D4201806,DK
10.63589,58.85662,177.57413,31,26D4201806,DK
10.79272,58.85234,79.82826,31,26D4201806,DK
10.79272,58.85234,79.82826,31,26D4201806,DK
2.0011017,60.611553,0,11b,NA,NOR
2.0011017,60.611553,0,11b,NA,NOR
2.091045,60.613914,29.974397,11b,NA,NOR
2.091045,60.613914,29.974397,11b,NA,NOR
2.25962,60.616577,38.753869,11b,NA,NOR
2.25962,60.616577,38.753869,11b,NA,NOR
2.402882,60.617443,43.442513,11b,NA,NOR
2.402882,60.617443,43.442513,11b,NA,NOR
2.57194,60.617794,1.47027,11b,NA,NOR
2.57194,60.617794,1.47027,11b,NA,NOR
2.5911982,60.620483,31.077197,11b,NA,NOR
2.5911982,60.620483,31.077197,11b,NA,NOR
2.74223,60.617645,85.383829,11b,NA,NOR
2.74223,60.617645,85.383829,11b,NA,NOR
2.9113116,60.618805,1545.0257,11b,NA,NOR
2.9113116,60.618805,1545.0257,11b,NA,NOR
3.0805647,60.61882,46.859657,11b,NA,NOR
3.0805647,60.61882,46.859657,11b,NA,NOR
3.0994866,60.623444,140.989015,11b,NA,NOR
3.0994866,60.623444,140.989015,11b,NA,NOR
3.2440016,60.618626,3977.884455,11b,NA,NOR
3.2440016,60.618626,3977.884455,11b,NA,NOR
3.401356,60.61878,43.116436,11b,NA,NOR
3.401356,60.61878,43.116436,11b,NA,NOR
3.4487505,60.61919,0,11b,NA,NOR
3.4487505,60.61919,0,11b,NA,NOR
3.6177683,60.62077,9.009968,11b,NA,NOR
3.6177683,60.62077,9.009968,11b,NA,NOR
3.786875,60.61816,0,11b,NA,NOR
3.786875,60.61816,0,11b,NA,NOR
3.955989,60.618645,0,11b,NA,NOR
3.955989,60.618645,0,11b,NA,NOR
4.1251783,60.619637,0,11b,NA,NOR
4.1251783,60.619637,0,11b,NA,NOR
4.294355,60.617825,0,11b,NA,NOR
4.294355,60.617825,0,11b,NA,NOR
4.4632435,60.614067,2.242326,11b,NA,NOR
4.4632435,60.614067,2.242326,11b,NA,NOR
10.16468,58.08844,21.84521,41,26D4201806,DK
10.16468,58.08844,21.84521,41,26D4201806,DK
10.12746,58.15243,80.09275,41,26D4201806,DK
10.12746,58.15243,80.09275,41,26D4201806,DK
10.10085,58.20065,69.86363,41,26D4201806,DK
10.10085,58.20065,69.86363,41,26D4201806,DK
10.05948,58.2814,72.92358,41,26D4201806,DK
10.05948,58.2814,72.92358,41,26D4201806,DK
10.01538,58.3618,68.16967,41,26D4201806,DK
10.01538,58.3618,68.16967,41,26D4201806,DK
9.938437,58.48946,73.46865,41,26D4201806,DK
9.938437,58.48946,73.46865,41,26D4201806,DK
9.918087,58.5212,91.8301,41,26D4201806,DK
9.918087,58.5212,91.8301,41,26D4201806,DK
9.869753,58.6009,58.04957,41,26D4201806,DK
9.869753,58.6009,58.04957,41,26D4201806,DK
9.805199,58.71915,47.46515,41,26D4201806,DK
9.805199,58.71915,47.46515,41,26D4201806,DK
9.781248,58.75023,210.45308,41,26D4201806,DK
9.781248,58.75023,210.45308,41,26D4201806,DK
4.4173183,60.92675,0,11b,NA,NOR
4.4173183,60.92675,0,11b,NA,NOR
4.3386536,60.926353,0,11b,NA,NOR
4.3386536,60.926353,0,11b,NA,NOR
4.167975,60.92864,63.137448,11b,NA,NOR
4.167975,60.92864,63.137448,11b,NA,NOR
3.9972785,60.931095,14.900249,11b,NA,NOR
3.9972785,60.931095,14.900249,11b,NA,NOR
3.8264804,60.930798,8.165868,11b,NA,NOR
3.8264804,60.930798,8.165868,11b,NA,NOR
3.6557705,60.93038,0,11b,NA,NOR
3.6557705,60.93038,0,11b,NA,NOR
3.48605,60.932274,4.200396,11b,NA,NOR
3.48605,60.932274,4.200396,11b,NA,NOR
3.3153317,60.930286,870.44824,11b,NA,NOR
3.3153317,60.930286,870.44824,11b,NA,NOR
3.144675,60.931107,225.481345,11b,NA,NOR
3.144675,60.931107,225.481345,11b,NA,NOR
2.9864967,60.931347,28.949395,11b,NA,NOR
2.9864967,60.931347,28.949395,11b,NA,NOR
2.83946,60.933983,0,11b,NA,NOR
2.83946,60.933983,0,11b,NA,NOR
2.817985,60.93119,12.983488,11b,NA,NOR
2.817985,60.93119,12.983488,11b,NA,NOR
2.6472616,60.932972,1225.471595,11b,NA,NOR
2.6472616,60.932972,1225.471595,11b,NA,NOR
2.4763,60.932625,7.989558,11b,NA,NOR
2.4763,60.932625,7.989558,11b,NA,NOR
2.305607,60.929493,0,11b,NA,NOR
2.305607,60.929493,0,11b,NA,NOR
2.1350605,60.927246,2.722408,11b,NA,NOR
2.1350605,60.927246,2.722408,11b,NA,NOR
2.082469,60.925568,0,11b,NA,NOR
2.082469,60.925568,0,11b,NA,NOR
9.284277,58.56177,93.48332,41,26D4201806,DK
9.284277,58.56177,93.48332,41,26D4201806,DK
9.299619,58.53473,109.5131,41,26D4201806,DK
9.299619,58.53473,109.5131,41,26D4201806,DK
9.349351,58.45521,90.39304,41,26D4201806,DK
9.349351,58.45521,90.39304,41,26D4201806,DK
9.397211,58.37543,707.83917,41,26D4201806,DK
9.397211,58.37543,707.83917,41,26D4201806,DK
9.439745,58.29477,26.11662,41,26D4201806,DK
9.439745,58.29477,26.11662,41,26D4201806,DK
9.487504,58.21474,18.82683,41,26D4201806,DK
9.487504,58.21474,18.82683,41,26D4201806,DK
9.537631,58.13533,10.78629,41,26D4201806,DK
9.537631,58.13533,10.78629,41,26D4201806,DK
9.585544,58.05555,39.36901,41,26D4201806,DK
9.585544,58.05555,39.36901,41,26D4201806,DK
9.635643,57.97622,3.49941,41,26D4201806,DK
9.635643,57.97622,3.49941,41,26D4201806,DK
2.0033383,61.236954,2152.825611,11b,NA,NOR
2.0033383,61.236954,2152.825611,11b,NA,NOR
2.10204,61.238476,392.901036,11b,NA,NOR
2.10204,61.238476,392.901036,11b,NA,NOR
2.2743068,61.242786,111.929857,11b,NA,NOR
2.2743068,61.242786,111.929857,11b,NA,NOR
2.4464438,61.240074,27.498679,11b,NA,NOR
2.4464438,61.240074,27.498679,11b,NA,NOR
2.627434,61.240612,53.035423,11b,NA,NOR
2.627434,61.240612,53.035423,11b,NA,NOR
2.7998583,61.238403,5.998689,11b,NA,NOR
2.7998583,61.238403,5.998689,11b,NA,NOR
2.97218,61.24172,0,11b,NA,NOR
2.97218,61.24172,0,11b,NA,NOR
3.14443,61.244892,78.530089,11b,NA,NOR
3.14443,61.244892,78.530089,11b,NA,NOR
3.3168015,61.24194,0,11b,NA,NOR
3.3168015,61.24194,0,11b,NA,NOR
3.4893034,61.24353,0,11b,NA,NOR
3.4893034,61.24353,0,11b,NA,NOR
3.6617663,61.242306,0,11b,NA,NOR
3.6617663,61.242306,0,11b,NA,NOR
3.8342972,61.24262,0,11b,NA,NOR
3.8342972,61.24262,0,11b,NA,NOR
4.006629,61.239685,0,11b,NA,NOR
4.006629,61.239685,0,11b,NA,NOR
4.1766067,61.234512,0,11b,NA,NOR
4.1766067,61.234512,0,11b,NA,NOR
-7.105235,58.28416,12.302,3,45CE2018WESPAS_2,IRL
-7.105235,58.28416,12.302,3,45CE2018WESPAS_2,IRL
-7.263406,58.28352,0,3,45CE2018WESPAS_2,IRL
-7.263406,58.28352,0,3,45CE2018WESPAS_2,IRL
-8.188437,58.28236,136.8662,3,45CE2018WESPAS_2,IRL
-8.188437,58.28236,136.8662,3,45CE2018WESPAS_2,IRL
-8.346891,58.28078,0,3,45CE2018WESPAS_2,IRL
-8.346891,58.28078,0,3,45CE2018WESPAS_2,IRL
-8.505433,58.28139,0,3,45CE2018WESPAS_2,IRL
-8.505433,58.28139,0,3,45CE2018WESPAS_2,IRL
-8.663713,58.28223,0,3,45CE2018WESPAS_2,IRL
-8.663713,58.28223,0,3,45CE2018WESPAS_2,IRL
-7.71707,58.28408,0,3,45CE2018WESPAS_2,IRL
-7.71707,58.28408,0,3,45CE2018WESPAS_2,IRL
-7.875416,58.28296,0,3,45CE2018WESPAS_2,IRL
-7.875416,58.28296,0,3,45CE2018WESPAS_2,IRL
-7.421664,58.28312,283.77447,3,45CE2018WESPAS_2,IRL
-7.421664,58.28312,283.77447,3,45CE2018WESPAS_2,IRL
-7.569417,58.30124,0,3,45CE2018WESPAS_2,IRL
-7.569417,58.30124,0,3,45CE2018WESPAS_2,IRL
-8.0301,58.28278,0,3,45CE2018WESPAS_2,IRL
-8.0301,58.28278,0,3,45CE2018WESPAS_2,IRL
9.103424,57.82069,41.50581,41,26D4201806,DK
9.103424,57.82069,41.50581,41,26D4201806,DK
9.061616,57.90158,307.10457,41,26D4201806,DK
9.061616,57.90158,307.10457,41,26D4201806,DK
9.019941,57.98254,138.34654,41,26D4201806,DK
9.019941,57.98254,138.34654,41,26D4201806,DK
8.97342,58.06246,58.09634,41,26D4201806,DK
8.97342,58.06246,58.09634,41,26D4201806,DK
8.927102,58.14247,20.69565,41,26D4201806,DK
8.927102,58.14247,20.69565,41,26D4201806,DK
8.904507,58.17871,86.41468,41,26D4201806,DK
8.904507,58.17871,86.41468,41,26D4201806,DK
8.887088,58.20871,376.19341,41,26D4201806,DK
8.887088,58.20871,376.19341,41,26D4201806,DK
8.841118,58.28884,9.2026,41,26D4201806,DK
8.841118,58.28884,9.2026,41,26D4201806,DK
4.4160743,61.550907,0,11b,NA,NOR
4.4160743,61.550907,0,11b,NA,NOR
4.4090705,61.550903,0,11b,NA,NOR
4.4090705,61.550903,0,11b,NA,NOR
4.235013,61.55273,69.970789,11b,NA,NOR
4.235013,61.55273,69.970789,11b,NA,NOR
4.060842,61.551662,44.851063,11b,NA,NOR
4.060842,61.551662,44.851063,11b,NA,NOR
3.8868115,61.553993,39.984443,11b,NA,NOR
3.8868115,61.553993,39.984443,11b,NA,NOR
3.7126045,61.55589,0,11b,NA,NOR
3.7126045,61.55589,0,11b,NA,NOR
3.5386317,61.553288,0,11b,NA,NOR
3.5386317,61.553288,0,11b,NA,NOR
3.3646126,61.557117,0,11b,NA,NOR
3.3646126,61.557117,0,11b,NA,NOR
3.1925364,61.55209,0,11b,NA,NOR
3.1925364,61.55209,0,11b,NA,NOR
3.0402458,61.556847,65.479955,11b,NA,NOR
3.0402458,61.556847,65.479955,11b,NA,NOR
2.866077,61.556896,0,11b,NA,NOR
2.866077,61.556896,0,11b,NA,NOR
2.6917684,61.55797,0,11b,NA,NOR
2.6917684,61.55797,0,11b,NA,NOR
2.5175283,61.55734,0,11b,NA,NOR
2.5175283,61.55734,0,11b,NA,NOR
2.3434167,61.55458,5.001832,11b,NA,NOR
2.3434167,61.55458,5.001832,11b,NA,NOR
2.169365,61.551445,1542.175862,11b,NA,NOR
2.169365,61.551445,1542.175862,11b,NA,NOR
-8.93278,58.02861,0,3,45CE2018WESPAS_2,IRL
-8.93278,58.02861,0,3,45CE2018WESPAS_2,IRL
-8.838519,58.03043,0,3,45CE2018WESPAS_2,IRL
-8.838519,58.03043,0,3,45CE2018WESPAS_2,IRL
-8.523801,58.03075,0,3,45CE2018WESPAS_2,IRL
-8.523801,58.03075,0,3,45CE2018WESPAS_2,IRL
-8.366529,58.03077,0,3,45CE2018WESPAS_2,IRL
-8.366529,58.03077,0,3,45CE2018WESPAS_2,IRL
-8.209154,58.0314,0,3,45CE2018WESPAS_2,IRL
-8.209154,58.0314,0,3,45CE2018WESPAS_2,IRL
-8.681263,58.03187,0,3,45CE2018WESPAS_2,IRL
-8.681263,58.03187,0,3,45CE2018WESPAS_2,IRL
-8.051645,58.03209,0,3,45CE2018WESPAS_2,IRL
-8.051645,58.03209,0,3,45CE2018WESPAS_2,IRL
-7.894269,58.02954,0,3,45CE2018WESPAS_2,IRL
-7.894269,58.02954,0,3,45CE2018WESPAS_2,IRL
-7.737062,58.03145,0,3,45CE2018WESPAS_2,IRL
-7.737062,58.03145,0,3,45CE2018WESPAS_2,IRL
-7.579725,58.03241,777.2972,3,45CE2018WESPAS_2,IRL
-7.579725,58.03241,777.2972,3,45CE2018WESPAS_2,IRL
8.339824,58.06553,46.00868,41,26D4201806,DK
8.339824,58.06553,46.00868,41,26D4201806,DK
8.382339,58.00371,65.00921,41,26D4201806,DK
8.382339,58.00371,65.00921,41,26D4201806,DK
8.434029,57.92468,41.06739,41,26D4201806,DK
8.434029,57.92468,41.06739,41,26D4201806,DK
8.489162,57.84633,23.24237,41,26D4201806,DK
8.489162,57.84633,23.24237,41,26D4201806,DK
8.538926,57.76699,19.1009,41,26D4201806,DK
8.538926,57.76699,19.1009,41,26D4201806,DK
8.587263,57.68737,19.91696,41,26D4201806,DK
8.587263,57.68737,19.91696,41,26D4201806,DK
-7.792226,57.77301,0,3,45CE2018WESPAS_2,IRL
-7.792226,57.77301,0,3,45CE2018WESPAS_2,IRL
-7.948486,57.77328,0,3,45CE2018WESPAS_2,IRL
-7.948486,57.77328,0,3,45CE2018WESPAS_2,IRL
-8.104481,57.77548,0,3,45CE2018WESPAS_2,IRL
-8.104481,57.77548,0,3,45CE2018WESPAS_2,IRL
-8.260395,57.77451,0,3,45CE2018WESPAS_2,IRL
-8.260395,57.77451,0,3,45CE2018WESPAS_2,IRL
-8.416265,57.77392,0,3,45CE2018WESPAS_2,IRL
-8.416265,57.77392,0,3,45CE2018WESPAS_2,IRL
-8.572055,57.77321,26.93676,3,45CE2018WESPAS_2,IRL
-8.572055,57.77321,26.93676,3,45CE2018WESPAS_2,IRL
-8.728132,57.77436,649.75436,3,45CE2018WESPAS_2,IRL
-8.728132,57.77436,649.75436,3,45CE2018WESPAS_2,IRL
-8.884196,57.77404,16848.38102,3,45CE2018WESPAS_2,IRL
-8.884196,57.77404,16848.38102,3,45CE2018WESPAS_2,IRL
-7.6989,57.77475,0,3,45CE2018WESPAS_2,IRL
-7.6989,57.77475,0,3,45CE2018WESPAS_2,IRL
-8.937468,57.77369,0,3,45CE2018WESPAS_2,IRL
-8.937468,57.77369,0,3,45CE2018WESPAS_2,IRL
-9.093813,57.77298,83.07645,3,45CE2018WESPAS_2,IRL
-9.093813,57.77298,83.07645,3,45CE2018WESPAS_2,IRL
-9.249748,57.77293,42.00695,3,45CE2018WESPAS_2,IRL
-9.249748,57.77293,42.00695,3,45CE2018WESPAS_2,IRL
11.47852,56.4003,104.39203,21,26D4201806,DK
11.47852,56.4003,104.39203,21,26D4201806,DK
11.59911,56.39777,35.5404,21,26D4201806,DK
11.59911,56.39777,35.5404,21,26D4201806,DK
11.84042,56.39645,41.82477,21,26D4201806,DK
11.84042,56.39645,41.82477,21,26D4201806,DK
11.87064,56.3968,28.04681,21,26D4201806,DK
11.87064,56.3968,28.04681,21,26D4201806,DK
12.02139,56.39906,29.91833,21,26D4201806,DK
12.02139,56.39906,29.91833,21,26D4201806,DK
12.17213,56.39917,12.67493,21,26D4201806,DK
12.17213,56.39917,12.67493,21,26D4201806,DK
12.32306,56.39985,6.68798,21,26D4201806,DK
12.32306,56.39985,6.68798,21,26D4201806,DK
1.998705,56.889214,27.013437,141a,NA,NOR
1.998705,56.889214,27.013437,141a,NA,NOR
2.1433516,56.894028,16.495543,141a,NA,NOR
2.1433516,56.894028,16.495543,141a,NA,NOR
2.2952967,56.894714,35.000079,141a,NA,NOR
2.2952967,56.894714,35.000079,141a,NA,NOR
2.4472435,56.89497,0,141a,NA,NOR
2.4472435,56.89497,0,141a,NA,NOR
2.5993183,56.895683,98.543798,141a,NA,NOR
2.5993183,56.895683,98.543798,141a,NA,NOR
2.7510934,56.89818,78.617611,141a,NA,NOR
2.7510934,56.89818,78.617611,141a,NA,NOR
2.8971517,56.89615,135.052723,141a,NA,NOR
2.8971517,56.89615,135.052723,141a,NA,NOR
3.0306566,56.893856,38.233541,141a,NA,NOR
3.0306566,56.893856,38.233541,141a,NA,NOR
3.18254,56.892887,0,141a,NA,NOR
3.18254,56.892887,0,141a,NA,NOR
3.334215,56.897545,4.981942,141a,NA,NOR
3.334215,56.897545,4.981942,141a,NA,NOR
3.4855833,56.90424,6.529986,141a,NA,NOR
3.4855833,56.90424,6.529986,141a,NA,NOR
3.6375268,56.906742,0,141a,NA,NOR
3.6375268,56.906742,0,141a,NA,NOR
3.7895484,56.90921,0,141a,NA,NOR
3.7895484,56.90921,0,141a,NA,NOR
3.9413917,56.90624,0,141a,NA,NOR
3.9413917,56.90624,0,141a,NA,NOR
4.0933933,56.903427,0,141a,NA,NOR
4.0933933,56.903427,0,141a,NA,NOR
4.2454133,56.902393,34.983401,141a,NA,NOR
4.2454133,56.902393,34.983401,141a,NA,NOR
4.3974533,56.9025,0,141a,NA,NOR
4.3974533,56.9025,0,141a,NA,NOR
4.54953,56.903297,80.027763,141a,NA,NOR
4.54953,56.903297,80.027763,141a,NA,NOR
4.7015233,56.903107,9.617131,141a,NA,NOR
4.7015233,56.903107,9.617131,141a,NA,NOR
4.8459535,56.89773,4.995022,141a,NA,NOR
4.8459535,56.89773,4.995022,141a,NA,NOR
4.997763,56.901585,20.028634,141a,NA,NOR
4.997763,56.901585,20.028634,141a,NA,NOR
5.149763,56.90157,17.023006,141a,NA,NOR
5.149763,56.90157,17.023006,141a,NA,NOR
5.3017035,56.902054,25.026898,141a,NA,NOR
5.3017035,56.902054,25.026898,141a,NA,NOR
5.4530783,56.896282,34.969729,141a,NA,NOR
5.4530783,56.896282,34.969729,141a,NA,NOR
5.605117,56.89452,19.977912,141a,NA,NOR
5.605117,56.89452,19.977912,141a,NA,NOR
5.75648,56.891155,25.587946,141a,NA,NOR
5.75648,56.891155,25.587946,141a,NA,NOR
5.89044,56.888577,8.358074,141a,NA,NOR
5.89044,56.888577,8.358074,141a,NA,NOR
-4.83,59.89,17.99732,1,0918S,SCO
-4.83,59.89,17.99732,1,0918S,SCO
-4.34,59.89,256.09901,1,0918S,SCO
-4.34,59.89,256.09901,1,0918S,SCO
-4.5,59.89,9.87725,1,0918S,SCO
-4.5,59.89,9.87725,1,0918S,SCO
-4.67,59.89,64.02205,1,0918S,SCO
-4.67,59.89,64.02205,1,0918S,SCO
-4.01,59.89,0,1,0918S,SCO
-4.01,59.89,0,1,0918S,SCO
-5,59.89,0,1,0918S,SCO
-5,59.89,0,1,0918S,SCO
-4.17,59.89,43.96759,1,0918S,SCO
-4.17,59.89,43.96759,1,0918S,SCO
8.049904,57.56049,182.26438,41,26D4201806,DK
8.049904,57.56049,182.26438,41,26D4201806,DK
8.027822,57.59185,173.69054,41,26D4201806,DK
8.027822,57.59185,173.69054,41,26D4201806,DK
7.994472,57.64189,79.12331,41,26D4201806,DK
7.994472,57.64189,79.12331,41,26D4201806,DK
7.951214,57.71806,91.82064,41,26D4201806,DK
7.951214,57.71806,91.82064,41,26D4201806,DK
7.906968,57.79832,125.72566,41,26D4201806,DK
7.906968,57.79832,125.72566,41,26D4201806,DK
7.858288,57.87795,23.7812,41,26D4201806,DK
7.858288,57.87795,23.7812,41,26D4201806,DK
-9.224704,57.52168,0,3,45CE2018WESPAS_2,IRL
-9.224704,57.52168,0,3,45CE2018WESPAS_2,IRL
-9.348588,57.51976,0,3,45CE2018WESPAS_2,IRL
-9.348588,57.51976,0,3,45CE2018WESPAS_2,IRL
-9.212277,57.52171,0,3,45CE2018WESPAS_2,IRL
-9.212277,57.52171,0,3,45CE2018WESPAS_2,IRL
-8.405532,57.52171,0,3,45CE2018WESPAS_2,IRL
-8.405532,57.52171,0,3,45CE2018WESPAS_2,IRL
-8.300195,57.52014,0,3,45CE2018WESPAS_2,IRL
-8.300195,57.52014,0,3,45CE2018WESPAS_2,IRL
-8.195205,57.52048,0,3,45CE2018WESPAS_2,IRL
-8.195205,57.52048,0,3,45CE2018WESPAS_2,IRL
-8.040259,57.52034,0,3,45CE2018WESPAS_2,IRL
-8.040259,57.52034,0,3,45CE2018WESPAS_2,IRL
-7.885183,57.52224,0,3,45CE2018WESPAS_2,IRL
-7.885183,57.52224,0,3,45CE2018WESPAS_2,IRL
-9.181308,57.52139,0,3,45CE2018WESPAS_2,IRL
-9.181308,57.52139,0,3,45CE2018WESPAS_2,IRL
-9.026062,57.51933,0,3,45CE2018WESPAS_2,IRL
-9.026062,57.51933,0,3,45CE2018WESPAS_2,IRL
-8.871081,57.52063,0,3,45CE2018WESPAS_2,IRL
-8.871081,57.52063,0,3,45CE2018WESPAS_2,IRL
-8.715919,57.52092,0,3,45CE2018WESPAS_2,IRL
-8.715919,57.52092,0,3,45CE2018WESPAS_2,IRL
-8.560719,57.52082,0,3,45CE2018WESPAS_2,IRL
-8.560719,57.52082,0,3,45CE2018WESPAS_2,IRL
7.988952,57.51629,4.68014,42,26D4201806,DK
7.988952,57.51629,4.68014,42,26D4201806,DK
7.998535,57.50035,82.19536,42,26D4201806,DK
7.998535,57.50035,82.19536,42,26D4201806,DK
-7.977352,57.27008,0,3,45CE2018WESPAS_2,IRL
-7.977352,57.27008,0,3,45CE2018WESPAS_2,IRL
-8.13118,57.27036,0,3,45CE2018WESPAS_2,IRL
-8.13118,57.27036,0,3,45CE2018WESPAS_2,IRL
-8.285005,57.26995,0,3,45CE2018WESPAS_2,IRL
-8.285005,57.26995,0,3,45CE2018WESPAS_2,IRL
-7.885127,57.27048,0,3,45CE2018WESPAS_2,IRL
-7.885127,57.27048,0,3,45CE2018WESPAS_2,IRL
-9.12441,57.2694,0,3,45CE2018WESPAS_2,IRL
-9.12441,57.2694,0,3,45CE2018WESPAS_2,IRL
-8.55292,57.27114,273.6323,3,45CE2018WESPAS_2,IRL
-8.55292,57.27114,273.6323,3,45CE2018WESPAS_2,IRL
-8.67608,57.27115,663.7265,3,45CE2018WESPAS_2,IRL
-8.67608,57.27115,663.7265,3,45CE2018WESPAS_2,IRL
-8.829678,57.26855,0,3,45CE2018WESPAS_2,IRL
-8.829678,57.26855,0,3,45CE2018WESPAS_2,IRL
