"strata","length","age","maturity","stock","number","biomass_g","meanW_g"
121,31.5,8,"MAT","her-47d3",3507130.7696,1029342880.8776,293.5
91,32,8,"MAT","her-47d3",335424.8614,97944059.5288,292
111,32,8,"MAT","her-47d3",12923150.6592,3927201894.768,303.888888888889
121,32,8,"MAT","her-47d3",2696840.7342,778488025.2724,288.666666666667
111,32.5,8,"MAT","her-47d3",6094732.1828,1979264276.3643,324.75
121,32.5,8,"MAT","her-47d3",1275142.6422,417821739.0942,327.666666666667
111,33,8,"MAT","her-47d3",1740407.1578,530824183.129,305
111,33.5,8,"MAT","her-47d3",1437505.5059,467189289.4175,325
121,27,9,"MAT","her-47d3",4515391.455,871470550.815,193
121,28,9,"MAT","her-47d3",5802553.4688,1144070125.5984,197.166666666667
91,28.5,9,"MAT","her-47d3",2231886.617,445038191.4298,199.4
111,28.5,9,"MAT","her-47d3",14281989.9915,3023886790.0185,211.727272727273
121,28.5,9,"MAT","her-47d3",4207323.7134,765732915.8388,182
91,29,9,"MAT","her-47d3",2199691.287,456215972.9238,207.4
111,29,9,"MAT","her-47d3",9292074.7983,2028327184.5432,218.285714285714
121,29,9,"MAT","her-47d3",947978.3106,202867358.4684,214
91,29.5,9,"MAT","her-47d3",824336.6028,232462921.9896,282
111,29.5,9,"MAT","her-47d3",8008683.072,2202387844.8,275
121,29.5,9,"MAT","her-47d3",904387.503,188112600.624,208
91,30,9,"MAT","her-47d3",648407.2276,170206897.245,262.5
111,30,9,"MAT","her-47d3",9459831.0114,2389283032.5936,252.571428571429
121,30,9,"MAT","her-47d3",4122822.2346,1063230045.1674,257.888888888889
111,30.5,9,"MAT","her-47d3",2552921.9234,699500607.0116,274
121,30.5,9,"MAT","her-47d3",440919.474,105820673.76,240
111,31,9,"MAT","her-47d3",7723179.5658,2171500654.5841,281.166666666667
121,31,9,"MAT","her-47d3",2089128.8585,574510436.0875,275
111,31.5,9,"MAT","her-47d3",4117817.8197,1147498565.7564,278.666666666667
121,31.5,9,"MAT","her-47d3",1753565.3848,546235617.3652,311.5
111,32,9,"MAT","her-47d3",5743622.5152,1781958885.3408,310.25
121,32,9,"MAT","her-47d3",1797893.8228,515546053.6879,286.75
111,32.5,9,"MAT","her-47d3",6094732.1828,2088969455.6547,342.75
121,32.5,9,"MAT","her-47d3",850095.0948,283931761.6632,334
111,33,9,"MAT","her-47d3",1740407.1578,617844541.019,355
121,33,9,"MAT","her-47d3",333503.6869,118393808.8495,355
111,33.5,9,"MAT","her-47d3",1437505.5059,491626883.0178,342
121,33.5,9,"MAT","her-47d3",501752.7494,171599440.2948,342
111,35.5,9,"MAT","her-47d3",1354274.7057,509207289.3432,376
121,35.5,9,"MAT","her-47d3",246990.8493,92868559.3368,376
121,28.5,10,"MAT","her-47d3",4207323.7134,845672066.3934,201
91,29,10,"MAT","her-47d3",1759753.0296,369548136.216,210
111,29,10,"MAT","her-47d3",2654878.5138,708852563.1846,267
91,29.5,10,"MAT","her-47d3",412168.3014,87791848.1982,213
111,29.5,10,"MAT","her-47d3",4004341.536,904981187.136,226
91,30,10,"MAT","her-47d3",648407.2276,164695435.8104,254
111,30,10,"MAT","her-47d3",2702808.8604,689216259.402,255
111,30.5,10,"MAT","her-47d3",5105843.8468,1307096024.7808,256
91,31,10,"MAT","her-47d3",345256.6452,99433913.8176,288
111,31,10,"MAT","her-47d3",5148786.3772,1538199930.1885,298.75
121,31,10,"MAT","her-47d3",835651.5434,255709372.2804,306
91,31.5,10,"MAT","her-47d3",705263.7374,205231747.5834,291
111,31.5,10,"MAT","her-47d3",4117817.8197,1290249583.506,313.333333333333
121,32,10,"MAT","her-47d3",449473.4557,139336771.267,310
111,32.5,10,"MAT","her-47d3",1523683.0457,452533864.5729,297
111,30.5,11,"MAT","her-47d3",2552921.9234,778641186.637,305
91,31,11,"MAT","her-47d3",345256.6452,97707630.5916,283
111,31,11,"MAT","her-47d3",1287196.5943,296055216.689,230
121,31.5,11,"MAT","her-47d3",438391.3462,143792361.5536,328
111,32.5,11,"MAT","her-47d3",1523683.0457,530241699.9036,348
121,32.5,11,"MAT","her-47d3",425047.5474,147916546.4952,348
111,33,11,"MAT","her-47d3",1740407.1578,630027391.1236,362
111,31.5,12,"MAT","her-47d3",2745211.8798,867486954.0168,316
121,31.5,12,"MAT","her-47d3",438391.3462,138531665.3992,316
121,32,12,"MAT","her-47d3",449473.4557,117312571.9377,261
